date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,213,0,0,0,0,213,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,213,0,0,0,0,213,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-03,213,0,0,0,0,213,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-04,213,0,0,0,0,213,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-05,213,0,0,0,0,213,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-06,213,0,4,0,0,209,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-07,209,0,0,0,0,209,5,1,1,4,0,0,0,4.0,0.6666666666666666,4.0,0.6666666666666666,0.99999850000225,313.0
2023-01-08,209,0,0,0,0,209,6,1,1,0,4,0,0,4.0,0.5714285714285714,4.0,0.5714285714285714,0.9999982500030624,365.0
2023-01-09,209,0,0,0,0,209,0,2,1,0,0,0,0,4.0,0.5714285714285714,4.0,0.5,1.1428548571474284,365.0
2023-01-10,209,0,0,0,0,209,1,2,1,0,0,0,0,4.0,0.5714285714285714,4.0,0.4444444444444444,1.2857113928636519,365.0
2023-01-11,209,0,0,0,0,209,2,2,1,0,0,0,0,4.0,0.5714285714285714,4.0,0.4,1.4285678571517857,365.0
2023-01-12,209,0,0,0,0,209,3,2,1,0,0,0,0,4.0,0.5714285714285714,4.0,0.36363636363636365,1.5714242500118838,365.0
2023-01-13,209,0,0,0,0,209,4,2,1,0,0,4,0,4.0,0.5714285714285714,4.0,0.3333333333333333,1.7142805714440001,365.0
2023-01-14,209,0,0,0,0,209,5,2,1,0,0,0,0,0.0,0.0,4.0,0.3076923076923077,0.0,
2023-01-15,209,0,0,0,0,209,6,2,1,0,0,0,0,0.0,0.0,4.0,0.2857142857142857,0.0,
2023-01-16,209,0,0,0,0,209,0,3,1,0,0,0,0,0.0,0.0,4.0,0.26666666666666666,0.0,
2023-01-17,209,0,0,0,0,209,1,3,1,0,0,0,0,0.0,0.0,4.0,0.25,0.0,
2023-01-18,209,0,0,0,0,209,2,3,1,0,0,0,0,0.0,0.0,4.0,0.23529411764705882,0.0,
2023-01-19,209,1,1,0,0,207,3,3,1,0,0,0,0,0.0,0.0,4.0,0.2222222222222222,0.0,
2023-01-20,207,1,0,0,0,206,4,3,1,1,0,0,4,1.0,0.14285714285714285,5.0,0.2631578947368421,0.5428550800078389,1441.0
2023-01-21,206,0,0,0,0,206,5,3,1,0,1,0,0,1.0,0.14285714285714285,5.0,0.25,0.5714262857234286,1441.0
2023-01-22,206,1,0,0,0,205,6,3,1,0,0,0,0,1.0,0.14285714285714285,5.0,0.23809523809523808,0.599997480010584,1434.0
2023-01-23,205,0,0,0,0,205,0,4,1,0,0,0,0,1.0,0.14285714285714285,5.0,0.22727272727272727,0.6285686628693119,1434.0
2023-01-24,205,1,0,0,0,204,1,4,1,0,0,0,0,1.0,0.14285714285714285,5.0,0.21739130434782608,0.6571398342996193,1427.0
2023-01-25,204,0,0,0,0,204,2,4,1,0,0,0,0,1.0,0.14285714285714285,5.0,0.20833333333333334,0.6857109943015129,1427.0
2023-01-26,204,0,0,0,0,204,3,4,1,0,0,1,0,1.0,0.14285714285714285,5.0,0.2,0.7142821428749998,1427.0
2023-01-27,204,1,0,0,0,203,4,4,1,0,0,0,0,0.0,0.0,5.0,0.19230769230769232,0.0,
2023-01-28,203,0,0,0,0,203,5,4,1,0,0,0,0,0.0,0.0,5.0,0.18518518518518517,0.0,
2023-01-29,203,0,0,0,0,203,6,4,1,0,0,0,0,0.0,0.0,5.0,0.17857142857142858,0.0,
2023-01-30,203,1,0,0,0,202,0,5,1,0,0,0,0,0.0,0.0,5.0,0.1724137931034483,0.0,
2023-01-31,202,1,0,0,0,201,1,5,1,0,0,0,0,0.0,0.0,5.0,0.16666666666666666,0.0,
2023-02-01,201,0,0,0,0,201,2,5,2,0,0,0,0,0.0,0.0,5.0,0.16666666666666666,0.0,
