date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,384,0,65,0,122,319,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,319,0,68,0,122,251,0,1,1,65,0,0,0,65.0,65.0,65.0,65.0,0.9999999846153849,3.0
2023-01-03,251,0,56,0,122,195,1,1,1,68,65,0,0,133.0,66.5,133.0,66.5,0.9999999849624063,2.0
2023-01-04,195,0,70,0,122,125,2,1,1,56,68,0,0,189.0,63.0,189.0,63.0,0.9999999841269844,1.0
2023-01-05,247,0,63,122,122,184,3,1,1,70,56,0,0,259.0,64.75,259.0,64.75,0.9999999845559848,2.0
2023-01-06,306,0,78,122,122,228,4,1,1,63,70,0,0,322.0,64.4,322.0,64.4,0.99999998447205,3.0
2023-01-07,350,0,59,122,122,291,5,1,1,78,63,0,0,400.0,66.66666666666667,400.0,66.66666666666667,0.9999999850000003,4.0
2023-01-08,413,0,58,122,122,355,6,1,1,59,78,65,0,459.0,65.57142857142857,459.0,65.57142857142857,0.9999999847494556,5.0
2023-01-09,477,0,66,122,122,411,0,2,1,58,59,68,0,452.0,64.57142857142857,517.0,64.625,0.9991710262631729,6.0
2023-01-10,533,0,70,122,0,463,1,2,1,66,58,56,0,450.0,64.28571428571429,583.0,64.77777777777777,0.9924038072723746,7.0
2023-01-11,585,0,49,122,0,536,2,2,1,70,66,70,0,464.0,66.28571428571429,653.0,65.3,1.0150951496266332,8.0
2023-01-12,658,0,52,122,0,606,3,2,1,49,70,63,0,443.0,63.285714285714285,702.0,63.81818181818182,0.991656476117715,9.0
2023-01-13,728,0,75,122,0,653,4,2,1,52,49,78,0,432.0,61.714285714285715,754.0,62.833333333333336,0.9821902079378595,10.0
2023-01-14,653,0,71,0,0,582,5,2,1,75,52,59,0,429.0,61.285714285714285,829.0,63.76923076923077,0.9610546118462917,9.0
2023-01-15,582,0,71,0,0,511,6,2,1,71,75,58,65,441.0,63.0,900.0,64.28571428571429,0.9799999847555557,8.0
