date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,260,0,48,0,0,212,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,212,0,42,0,128,170,0,1,1,48,0,0,0,48.0,48.0,48.0,48.0,0.9999999791666672,3.0
2023-01-03,170,0,52,0,128,118,1,1,1,42,48,0,0,90.0,45.0,90.0,45.0,0.9999999777777784,2.0
2023-01-04,246,0,52,128,128,194,2,1,1,52,42,0,0,142.0,47.333333333333336,142.0,47.333333333333336,0.9999999788732399,4.0
2023-01-05,322,0,60,128,0,262,3,1,1,52,52,0,0,194.0,48.5,194.0,48.5,0.9999999793814438,5.0
2023-01-06,390,0,41,128,0,349,4,1,1,60,52,0,0,254.0,50.8,254.0,50.8,0.9999999803149611,6.0
2023-01-07,349,0,47,0,0,302,5,1,1,41,60,0,0,295.0,49.166666666666664,295.0,49.166666666666664,0.9999999796610174,6.0
2023-01-08,302,0,44,0,0,258,6,1,1,47,41,48,0,342.0,48.857142857142854,342.0,48.857142857142854,0.9999999795321642,5.0
2023-01-09,258,0,53,0,0,205,0,2,1,44,47,42,0,338.0,48.285714285714285,386.0,48.25,1.000740171709308,4.0
2023-01-10,205,0,50,0,128,155,1,2,1,53,44,52,0,349.0,49.857142857142854,439.0,48.77777777777778,1.0221281925173848,3.0
2023-01-11,155,0,45,0,128,110,2,2,1,50,53,52,0,347.0,49.57142857142857,489.0,48.9,1.0137306249017985,2.0
2023-01-12,238,0,49,128,128,189,3,2,1,45,50,60,0,340.0,48.57142857142857,534.0,48.54545454545455,1.0005350248685936,3.0
2023-01-13,317,0,41,128,0,276,4,2,1,49,45,41,0,329.0,47.0,583.0,48.583333333333336,0.9674099286296413,5.0
2023-01-14,404,1,55,128,0,348,5,2,1,41,49,47,0,329.0,47.0,624.0,48.0,0.9791666462673616,7.0
2023-01-15,348,0,51,0,0,297,6,2,1,55,41,44,48,337.0,48.142857142857146,679.0,48.5,0.992636209282906,6.0
2023-01-16,297,0,44,0,0,253,0,3,1,51,55,53,42,344.0,49.142857142857146,730.0,48.666666666666664,1.0097847150631323,5.0
2023-01-17,253,0,52,0,0,201,1,3,1,44,51,50,52,335.0,47.857142857142854,774.0,48.375,0.9892949223327738,4.0
2023-01-18,201,0,42,0,128,159,2,3,1,52,44,45,52,337.0,48.142857142857146,826.0,48.588235294117645,0.990833601191768,3.0
2023-01-19,159,0,46,0,128,113,3,3,1,42,52,49,60,334.0,47.714285714285715,868.0,48.22222222222222,0.9894667339248177,2.0
2023-01-20,241,0,41,128,0,200,4,3,1,46,42,41,41,331.0,47.285714285714285,914.0,48.10526315789474,0.9829634056370533,4.0
2023-01-21,328,0,38,128,0,290,5,3,1,41,46,55,47,331.0,47.285714285714285,955.0,47.75,0.990276718229059,6.0
2023-01-22,290,0,46,0,0,244,6,3,1,38,41,51,44,314.0,44.857142857142854,993.0,47.285714285714285,0.9486404633218029,5.0
2023-01-23,244,0,41,0,0,203,0,4,1,46,38,44,53,309.0,44.142857142857146,1039.0,47.22727272727273,0.9346899293355908,4.0
2023-01-24,203,0,64,0,128,139,1,4,1,41,46,52,50,306.0,43.714285714285715,1080.0,46.95652173913044,0.9309523611265437,3.0
2023-01-25,139,0,48,0,128,91,2,4,1,64,41,42,45,318.0,45.42857142857143,1144.0,47.666666666666664,0.9530469330529616,2.0
2023-01-26,219,0,53,128,128,166,3,4,1,48,64,46,49,324.0,46.285714285714285,1192.0,47.68,0.9707574101291291,3.0
2023-01-27,294,0,52,128,0,242,4,4,1,53,48,41,41,331.0,47.285714285714285,1245.0,47.88461538461539,0.9874928078343441,5.0
2023-01-28,370,0,36,128,0,334,5,4,1,52,53,38,55,342.0,48.857142857142854,1297.0,48.03703703703704,1.017072343625215,6.0
2023-01-29,334,0,55,0,0,279,6,4,1,36,52,46,51,340.0,48.57142857142857,1333.0,47.607142857142854,1.020255042335228,5.0
2023-01-30,279,0,50,0,0,229,0,5,1,55,36,41,44,349.0,49.857142857142854,1388.0,47.86206896551724,1.0416837987379775,4.0
2023-01-31,229,0,47,0,128,182,1,5,1,50,55,64,52,358.0,51.142857142857146,1438.0,47.93333333333333,1.0669580544346127,3.0
2023-02-01,182,0,48,0,128,134,2,5,2,47,50,48,42,341.0,48.714285714285715,1437.0,47.9,1.0169996805278922,2.0
2023-02-02,262,0,54,128,0,208,3,5,2,48,47,53,46,341.0,48.714285714285715,1443.0,48.1,1.0127709917154828,4.0
2023-02-03,336,0,53,128,0,283,4,5,2,54,48,52,41,342.0,48.857142857142854,1445.0,48.166666666666664,1.0143351247641743,5.0
2023-02-04,283,0,42,0,0,241,5,5,2,53,54,36,38,343.0,49.0,1446.0,48.2,1.0165974892822098,4.0
2023-02-05,241,0,41,0,0,200,6,5,2,42,53,55,46,349.0,49.857142857142854,1428.0,47.6,1.047418945582435,4.0
2023-02-06,200,1,44,0,128,155,0,6,2,41,42,50,41,335.0,47.857142857142854,1428.0,47.6,1.005402139742452,3.0
2023-02-07,155,0,46,0,128,109,1,6,2,44,41,47,64,329.0,47.0,1425.0,47.5,0.9894736633795018,2.0
2023-02-08,237,0,60,128,128,177,2,6,2,46,44,48,48,328.0,46.857142857142854,1427.0,47.56666666666667,0.9850835712416107,3.0
2023-02-09,305,0,39,128,0,266,3,6,2,60,46,54,53,340.0,48.57142857142857,1434.0,47.8,1.016138651784308,5.0
2023-02-10,394,0,42,128,0,352,4,6,2,39,60,53,52,325.0,46.42857142857143,1423.0,47.43333333333333,0.9788173671768251,7.0
2023-02-11,352,0,49,0,0,303,5,6,2,42,39,42,36,314.0,44.857142857142854,1420.0,47.333333333333336,0.9476860966786639,6.0
2023-02-12,303,0,54,0,0,249,6,6,2,49,42,41,55,321.0,45.857142857142854,1420.0,47.333333333333336,0.9688128567957042,5.0
2023-02-13,249,0,49,0,0,200,0,7,2,54,49,44,50,334.0,47.714285714285715,1433.0,47.766666666666666,0.9989033785495256,4.0
2023-02-14,200,0,63,0,128,137,1,7,2,49,54,46,47,339.0,48.42857142857143,1427.0,47.56666666666667,1.018119910521055,2.0
2023-02-15,137,0,55,0,128,82,2,7,2,63,49,60,48,356.0,50.857142857142854,1439.0,47.96666666666667,1.0602600791566945,1.0
2023-02-16,210,0,49,128,128,161,3,7,2,55,63,39,54,351.0,50.142857142857146,1450.0,48.333333333333336,1.0374384021810774,3.0
2023-02-17,289,0,51,128,0,238,4,7,2,49,55,42,53,361.0,51.57142857142857,1447.0,48.233333333333334,1.0692072046072156,4.0
2023-02-18,366,0,53,128,0,313,5,7,2,51,49,49,42,370.0,52.857142857142854,1456.0,48.53333333333333,1.0890894595065947,5.0
2023-02-19,313,0,46,0,0,267,6,7,2,53,51,54,41,374.0,53.42857142857143,1463.0,48.766666666666666,1.0955961107240326,4.0
2023-02-20,267,0,47,0,0,220,0,8,2,46,53,49,44,366.0,52.285714285714285,1468.0,48.93333333333333,1.0685091256922037,4.0
2023-02-21,220,0,38,0,128,182,1,8,2,47,46,63,46,364.0,52.0,1477.0,49.233333333333334,1.056194968391436,3.0
2023-02-22,182,1,54,0,128,127,2,8,2,38,47,55,60,339.0,48.42857142857143,1469.0,48.96666666666667,0.9890109688133518,2.0
2023-02-23,255,0,53,128,0,202,3,8,2,54,38,49,39,338.0,48.285714285714285,1482.0,49.4,0.977443589236249,4.0
2023-02-24,330,0,42,128,0,288,4,8,2,53,54,51,42,342.0,48.857142857142854,1471.0,49.03333333333333,0.9964067000829944,5.0
2023-02-25,288,0,50,0,0,238,5,8,2,42,53,53,49,333.0,47.57142857142857,1465.0,48.833333333333336,0.9741589269065456,5.0
2023-02-26,238,0,50,0,128,188,6,8,2,50,42,46,54,330.0,47.142857142857146,1462.0,48.733333333333334,0.9673636698117677,3.0
2023-02-27,188,0,53,0,128,135,0,9,2,50,50,47,49,334.0,47.714285714285715,1460.0,48.666666666666664,0.9804305082299016,2.0
2023-02-28,263,0,48,128,0,215,1,9,2,53,50,38,63,340.0,48.57142857142857,1477.0,49.233333333333334,0.9865557397062863,4.0
2023-03-01,343,0,34,128,0,309,2,9,3,48,53,54,55,350.0,50.0,1470.0,49.0,1.0204081424406501,6.0
2023-03-02,309,0,59,0,0,250,3,9,3,34,48,53,49,330.0,47.142857142857146,1454.0,48.46666666666667,0.9726861658219597,5.0
2023-03-03,250,0,46,0,0,204,4,9,3,59,34,42,51,336.0,48.0,1466.0,48.86666666666667,0.9822646456562487,4.0
2023-03-04,204,0,47,0,128,157,5,9,3,46,59,50,53,340.0,48.57142857142857,1464.0,48.8,0.995316138854763,3.0
2023-03-05,157,0,54,0,128,103,6,9,3,47,46,50,46,337.0,48.142857142857146,1457.0,48.56666666666667,0.9912736338692556,2.0
2023-03-06,231,0,47,128,128,184,0,10,3,54,47,53,47,341.0,48.714285714285715,1458.0,48.6,1.0023515372825962,3.0
2023-03-07,312,0,42,128,0,270,1,10,3,47,54,48,38,335.0,47.857142857142854,1463.0,48.766666666666666,0.9813494574667136,5.0
2023-03-08,398,0,48,128,0,350,2,10,3,42,47,34,54,329.0,47.0,1464.0,48.8,0.9631147343624031,7.0
2023-03-09,350,0,40,0,0,310,3,10,3,48,42,59,53,343.0,49.0,1468.0,48.93333333333333,1.001362377356355,6.0
2023-03-10,310,0,40,0,0,270,4,10,3,40,48,46,42,324.0,46.285714285714285,1462.0,48.733333333333334,0.9497752394515536,5.0
2023-03-11,270,0,43,0,0,227,5,10,3,40,40,47,50,318.0,45.42857142857143,1442.0,48.06666666666667,0.9451158907792414,4.0
2023-03-12,227,0,24,0,0,203,6,10,3,43,40,54,50,314.0,44.857142857142854,1446.0,48.2,0.9306460980600987,4.0
