date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,214,0,8,0,0,206,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,206,0,10,0,0,196,0,1,1,8,0,0,0,8.0,8.0,8.0,8.0,0.9999998750000157,24.0
2023-01-03,196,1,4,0,0,191,1,1,1,10,8,0,0,18.0,9.0,18.0,9.0,0.9999998888889013,21.0
2023-01-04,191,0,10,0,0,181,2,1,1,4,10,0,0,22.0,7.333333333333333,22.0,7.333333333333333,0.9999998636363822,24.0
2023-01-05,181,0,13,0,0,168,3,1,1,10,4,0,0,32.0,8.0,32.0,8.0,0.9999998750000157,20.0
2023-01-06,168,0,8,0,0,160,4,1,1,13,10,0,0,45.0,9.0,45.0,9.0,0.9999998888889013,17.0
2023-01-07,160,0,3,0,0,157,5,1,1,8,13,0,0,53.0,8.833333333333334,53.0,8.833333333333334,0.9999998867924658,17.0
2023-01-08,157,0,16,0,0,141,6,1,1,3,8,8,0,56.0,8.0,56.0,8.0,0.9999998750000157,17.0
2023-01-09,141,0,7,0,0,134,0,2,1,16,3,10,0,64.0,9.142857142857142,72.0,9.0,1.015872902998249,14.0
2023-01-10,134,0,7,0,0,127,1,2,1,7,16,4,0,61.0,8.714285714285714,79.0,8.777777777777779,0.992766613843948,14.0
2023-01-11,127,0,9,0,0,118,2,2,1,7,7,10,0,64.0,9.142857142857142,86.0,8.6,1.0631227999691097,12.0
2023-01-12,118,0,14,0,0,104,3,2,1,9,7,13,0,63.0,9.0,95.0,8.636363636363637,1.0421051424930887,11.0
2023-01-13,104,0,4,0,0,100,4,2,1,14,9,8,0,64.0,9.142857142857142,109.0,9.083333333333334,1.0065529691344044,10.0
2023-01-14,100,0,9,0,0,91,5,2,1,4,14,3,0,60.0,8.571428571428571,113.0,8.692307692307692,0.9860934390208561,10.0
2023-01-15,91,0,6,0,0,85,6,2,1,9,4,16,8,66.0,9.428571428571429,122.0,8.714285714285714,1.0819670889545965,9.0
2023-01-16,85,0,8,0,0,77,0,3,1,6,9,7,10,56.0,8.0,128.0,8.533333333333333,0.9374998901367317,9.0
2023-01-17,77,0,13,0,129,64,1,3,1,8,6,7,4,57.0,8.142857142857142,136.0,8.5,0.9579830805734191,7.0
2023-01-18,64,1,10,0,144,53,2,3,1,13,8,9,10,63.0,9.0,149.0,8.764705882352942,1.026845520427021,5.0
2023-01-19,53,0,12,0,169,41,3,3,1,10,13,14,13,64.0,9.142857142857142,159.0,8.833333333333334,1.035040314092471,4.0
2023-01-20,170,0,14,129,0,156,4,3,1,12,10,4,8,62.0,8.857142857142858,171.0,9.0,0.9841268747795537,17.0
2023-01-21,300,0,13,144,0,287,5,3,1,14,12,9,3,72.0,10.285714285714286,185.0,9.25,1.111968991756248,27.0
2023-01-22,456,0,9,169,0,447,6,3,1,13,14,6,16,76.0,10.857142857142858,198.0,9.428571428571429,1.1515150293847698,41.0
