date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,228,0,13,0,0,215,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,215,0,13,0,0,202,0,1,1,13,0,0,0,13.0,13.0,13.0,13.0,0.9999999230769291,15.0
2023-01-03,202,0,17,0,0,185,1,1,1,13,13,0,0,26.0,13.0,26.0,13.0,0.9999999230769291,14.0
2023-01-04,185,0,19,0,0,166,2,1,1,17,13,0,0,43.0,14.333333333333334,43.0,14.333333333333334,0.9999999302325631,11.0
2023-01-05,166,0,20,0,0,146,3,1,1,19,17,0,0,62.0,15.5,62.0,15.5,0.9999999354838752,9.0
2023-01-06,146,0,13,0,0,133,4,1,1,20,19,0,0,82.0,16.4,82.0,16.4,0.9999999390243939,8.0
2023-01-07,133,0,11,0,0,122,5,1,1,13,20,0,0,95.0,15.833333333333334,95.0,15.833333333333334,0.9999999368421093,7.0
2023-01-08,122,0,21,0,0,101,6,1,1,11,13,13,0,106.0,15.142857142857142,106.0,15.142857142857142,0.9999999339622686,6.0
2023-01-09,101,0,16,0,0,85,0,2,1,21,11,13,0,114.0,16.285714285714285,127.0,15.875,1.0258717014074068,5.0
2023-01-10,85,0,16,0,398,69,1,2,1,16,21,17,0,117.0,16.714285714285715,143.0,15.88888888888889,1.0519479857415355,4.0
2023-01-11,69,0,11,0,375,58,2,2,1,16,16,19,0,116.0,16.571428571428573,159.0,15.9,1.042228146490593,3.0
2023-01-12,58,0,15,0,390,43,3,2,1,11,16,20,0,108.0,15.428571428571429,170.0,15.454545454545455,0.9983192631339637,2.0
2023-01-13,441,0,5,398,0,436,4,2,1,15,11,13,0,103.0,14.714285714285714,185.0,15.416666666666666,0.9544400925305269,29.0
2023-01-14,811,2,14,375,0,795,5,2,1,5,15,11,0,95.0,13.571428571428571,190.0,14.615384615384615,0.9285713650375984,58.0
2023-01-15,1185,1,19,390,0,1165,6,2,1,14,5,21,13,98.0,14.0,204.0,14.571428571428571,0.9607842477893164,83.0
2023-01-16,1165,2,19,0,0,1144,0,3,1,19,14,16,13,96.0,13.714285714285714,223.0,14.866666666666667,0.9224855241121204,83.0
2023-01-17,1144,1,16,0,0,1127,1,3,1,19,19,16,17,99.0,14.142857142857142,242.0,15.125,0.9350648732424641,79.0
2023-01-18,1127,1,13,0,0,1113,2,3,1,16,19,11,19,99.0,14.142857142857142,258.0,15.176470588235293,0.9318936263037977,78.0
2023-01-19,1113,3,17,0,0,1093,3,3,1,13,16,15,20,101.0,14.428571428571429,271.0,15.055555555555555,0.9583552341841015,75.0
2023-01-20,1093,0,18,0,0,1075,4,3,1,17,13,5,13,103.0,14.714285714285714,288.0,15.157894736842104,0.9707340629426437,73.0
2023-01-21,1075,0,14,0,0,1061,5,3,1,18,17,14,11,116.0,16.571428571428573,306.0,15.3,1.0830998358384796,64.0
