date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,207,0,41,0,337,166,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,166,0,53,0,337,113,0,1,1,41,0,0,0,41.0,41.0,41.0,41.0,0.9999999756097567,2.0
2023-01-03,113,0,43,0,337,70,1,1,1,53,41,0,0,94.0,47.0,94.0,47.0,0.9999999787234047,1.0
2023-01-04,70,0,53,0,337,17,2,1,1,43,53,0,0,137.0,45.666666666666664,137.0,45.666666666666664,0.9999999781021903,0.0
2023-01-05,17,1,56,0,337,0,3,1,1,53,43,0,0,190.0,47.5,190.0,47.5,0.9999999789473689,0.0
2023-01-06,337,0,45,337,337,292,4,1,1,56,53,0,0,246.0,49.2,246.0,49.2,0.9999999796747973,5.0
2023-01-07,629,0,47,337,0,582,5,1,1,45,56,0,0,291.0,48.5,291.0,48.5,0.9999999793814438,11.0
2023-01-08,919,0,36,337,0,883,6,1,1,47,45,41,0,338.0,48.285714285714285,338.0,48.285714285714285,0.9999999792899413,18.0
2023-01-09,1220,0,60,337,0,1160,0,2,1,36,47,53,0,333.0,47.57142857142857,374.0,46.75,1.0175706428632711,24.0
2023-01-10,1497,0,48,337,0,1449,1,2,1,60,36,43,0,340.0,48.57142857142857,434.0,48.22222222222222,1.007241585432449,29.0
2023-01-11,1786,0,49,337,0,1737,2,2,1,48,60,53,0,345.0,49.285714285714285,482.0,48.2,1.0225251714354588,35.0
2023-01-12,1737,2,44,0,0,1691,3,2,1,49,48,56,0,341.0,48.714285714285715,531.0,48.27272727272727,1.009147140784415,34.0
2023-01-13,1691,1,43,0,0,1647,4,2,1,44,49,45,0,329.0,47.0,575.0,47.916666666666664,0.9808695447470704,35.0
2023-01-14,1647,0,46,0,0,1601,5,2,1,43,44,47,0,327.0,46.714285714285715,618.0,47.53846153846154,0.9826629474289579,34.0
2023-01-15,1601,2,50,0,0,1549,6,2,1,46,43,36,41,326.0,46.57142857142857,664.0,47.42857142857143,0.9819276901400787,33.0
2023-01-16,1549,1,56,0,0,1492,0,3,1,50,46,60,53,340.0,48.57142857142857,714.0,47.6,1.0204081418281603,30.0
2023-01-17,1492,0,59,0,0,1433,1,3,1,56,50,48,43,336.0,48.0,770.0,48.125,0.9974025766773491,29.0
2023-01-18,1433,0,44,0,0,1389,2,3,1,59,56,49,53,347.0,49.57142857142857,829.0,48.76470588235294,1.0165431464813657,28.0
2023-01-19,1389,0,47,0,0,1342,3,3,1,44,59,44,56,342.0,48.857142857142854,873.0,48.5,1.0073637494799816,27.0
2023-01-20,1342,0,47,0,0,1295,4,3,1,47,44,43,45,345.0,49.285714285714285,920.0,48.421052631578945,1.0178571218361807,26.0
2023-01-21,1295,0,51,0,0,1244,5,3,1,47,47,46,47,349.0,49.857142857142854,967.0,48.35,1.0311714958835856,24.0
2023-01-22,1244,0,48,0,0,1196,6,3,1,51,47,50,36,354.0,50.57142857142857,1018.0,48.476190476190474,1.0432219824089768,23.0
2023-01-23,1196,0,35,0,0,1161,0,4,1,48,51,56,60,352.0,50.285714285714285,1066.0,48.45454545454545,1.0377914553980323,23.0
2023-01-24,1161,0,45,0,0,1116,1,4,1,35,48,59,48,331.0,47.285714285714285,1101.0,47.869565217391305,0.987803275069894,23.0
2023-01-25,1116,0,48,0,0,1068,2,4,1,45,35,44,49,317.0,45.285714285714285,1146.0,47.75,0.9483919023523012,23.0
2023-01-26,1068,0,59,0,0,1009,3,4,1,48,45,47,44,321.0,45.857142857142854,1194.0,47.76,0.9601579124159327,22.0
2023-01-27,1009,0,49,0,0,960,4,4,1,59,48,47,43,333.0,47.57142857142857,1253.0,48.19230769230769,0.9871166138803757,20.0
2023-01-28,960,0,61,0,0,899,5,4,1,49,59,51,46,335.0,47.857142857142854,1302.0,48.22222222222222,0.9924292091760895,18.0
2023-01-29,899,0,50,0,0,849,6,4,1,61,49,48,50,345.0,49.285714285714285,1363.0,48.67857142857143,1.012472466361534,17.0
