date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,312,0,55,0,0,257,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,257,0,37,0,359,220,0,1,1,55,0,0,0,55.0,55.0,55.0,55.0,0.9999999818181822,3.0
2023-01-03,220,0,42,0,359,178,1,1,1,37,55,0,0,92.0,46.0,92.0,46.0,0.9999999782608701,3.0
2023-01-04,537,0,40,359,0,497,2,1,1,42,37,0,0,134.0,44.666666666666664,134.0,44.666666666666664,0.9999999776119408,11.0
2023-01-05,856,1,47,359,0,808,3,1,1,40,42,0,0,174.0,43.5,174.0,43.5,0.9999999770114948,18.0
2023-01-06,808,1,46,0,0,761,4,1,1,47,40,0,0,221.0,44.2,221.0,44.2,0.9999999773755662,17.0
2023-01-07,761,0,37,0,0,724,5,1,1,46,47,0,0,267.0,44.5,267.0,44.5,0.9999999775280904,16.0
2023-01-08,724,0,39,0,0,685,6,1,1,37,46,55,0,304.0,43.42857142857143,304.0,43.42857142857143,0.9999999769736848,15.0
2023-01-09,685,0,50,0,0,635,0,2,1,39,37,37,0,288.0,41.142857142857146,343.0,42.875,0.9596001442159068,15.0
2023-01-10,635,1,35,0,0,599,1,2,1,50,39,42,0,301.0,43.0,393.0,43.666666666666664,0.9847328018763482,13.0
2023-01-11,599,0,44,0,0,555,2,2,1,35,50,40,0,294.0,42.0,428.0,42.8,0.9813083882871874,13.0
2023-01-12,555,0,50,0,0,505,3,2,1,44,35,47,0,298.0,42.57142857142857,472.0,42.90909090909091,0.9921307274836363,11.0
2023-01-13,505,0,47,0,0,458,4,2,1,50,44,46,0,301.0,43.0,522.0,43.5,0.9885057244021673,10.0
2023-01-14,458,0,46,0,0,412,5,2,1,47,50,37,0,302.0,43.142857142857146,569.0,43.76923076923077,0.9856891564906571,9.0
2023-01-15,412,0,46,0,0,366,6,2,1,46,47,39,55,311.0,44.42857142857143,615.0,43.92857142857143,1.0113820907978062,8.0
2023-01-16,366,0,46,0,0,320,0,3,1,46,46,50,37,318.0,45.42857142857143,661.0,44.06666666666667,1.0309055309606483,7.0
