date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,340,0,0,0,0,340,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,340,0,0,0,0,340,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-03,340,1,0,0,0,339,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-04,339,0,0,0,0,339,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-05,339,0,0,0,0,339,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-06,339,1,0,0,0,338,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-07,338,1,0,0,0,337,5,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-08,337,0,0,0,0,337,6,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-09,337,0,0,0,0,337,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-10,337,1,0,0,0,336,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-11,336,1,0,0,0,335,2,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-12,335,1,0,0,0,334,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-13,334,1,4,0,0,329,4,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-14,329,0,0,0,0,329,5,2,1,4,0,0,0,4.0,0.5714285714285714,4.0,0.3076923076923077,1.8571368214481874,575.0
2023-01-15,329,2,0,0,0,327,6,2,1,0,4,0,0,4.0,0.5714285714285714,4.0,0.2857142857142857,1.9999930000245,572.0
2023-01-16,327,0,0,0,0,327,0,3,1,0,0,0,0,4.0,0.5714285714285714,4.0,0.26666666666666666,2.142849107172991,572.0
