date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,389,0,4,0,0,385,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,385,0,9,0,0,376,0,1,1,4,0,0,0,4.0,4.0,4.0,4.0,0.9999997500000625,93.0
2023-01-03,376,0,17,0,0,359,1,1,1,9,4,0,0,13.0,6.5,13.0,6.5,0.9999998461538698,55.0
2023-01-04,359,0,13,0,0,346,2,1,1,17,9,0,0,30.0,10.0,30.0,10.0,0.99999990000001,34.0
2023-01-05,346,0,11,0,0,335,3,1,1,13,17,0,0,43.0,10.75,43.0,10.75,0.9999999069767529,31.0
2023-01-06,335,0,20,0,0,315,4,1,1,11,13,0,0,54.0,10.8,54.0,10.8,0.9999999074074161,29.0
2023-01-07,315,0,9,0,0,306,5,1,1,20,11,0,0,74.0,12.333333333333334,74.0,12.333333333333334,0.9999999189189256,24.0
2023-01-08,306,0,5,0,0,301,6,1,1,9,20,4,0,83.0,11.857142857142858,83.0,11.857142857142858,0.9999999156626578,25.0
2023-01-09,301,0,13,0,0,288,0,2,1,5,9,9,0,84.0,12.0,88.0,11.0,1.0909089917355463,23.0
2023-01-10,288,0,19,0,0,269,1,2,1,13,5,17,0,88.0,12.571428571428571,101.0,11.222222222222221,1.120226208522983,21.0
2023-01-11,269,0,14,0,0,255,2,2,1,19,13,13,0,90.0,12.857142857142858,120.0,12.0,1.0714284821428648,19.0
2023-01-12,255,0,18,0,0,237,3,2,1,14,19,11,0,91.0,13.0,134.0,12.181818181818182,1.0671640915014553,18.0
2023-01-13,237,0,10,0,0,227,4,2,1,18,14,20,0,98.0,14.0,152.0,12.666666666666666,1.105263070637126,16.0
2023-01-14,227,0,5,0,0,222,5,2,1,10,18,9,0,88.0,12.571428571428571,162.0,12.461538461538462,1.0088182611971237,17.0
2023-01-15,222,0,9,0,0,213,6,2,1,5,10,5,4,84.0,12.0,167.0,11.928571428571429,1.0059879396177775,17.0
2023-01-16,213,0,20,0,0,193,0,3,1,9,5,13,9,88.0,12.571428571428571,176.0,11.733333333333333,1.0714284801136442,15.0
2023-01-17,193,0,18,0,0,175,1,3,1,20,9,19,17,95.0,13.571428571428571,196.0,12.25,1.1078716296781177,12.0
2023-01-18,175,0,14,0,0,161,2,3,1,18,20,14,13,94.0,13.428571428571429,214.0,12.588235294117647,1.0667555894900433,11.0
2023-01-19,161,0,10,0,0,151,3,3,1,14,18,18,11,94.0,13.428571428571429,228.0,12.666666666666666,1.060150292243774,11.0
2023-01-20,151,0,19,0,0,132,4,3,1,10,14,10,20,86.0,12.285714285714286,238.0,12.526315789473685,0.9807922386282307,10.0
2023-01-21,132,0,9,0,0,123,5,3,1,19,10,5,9,95.0,13.571428571428571,257.0,12.85,1.0561422190884322,9.0
2023-01-22,123,0,3,0,0,120,6,3,1,9,19,9,5,99.0,14.142857142857142,266.0,12.666666666666666,1.116541265235464,8.0
2023-01-23,120,0,15,0,0,105,0,4,1,3,9,20,13,93.0,13.285714285714286,269.0,12.227272727272727,1.0865639047632283,7.0
2023-01-24,105,0,14,0,0,91,1,4,1,15,3,18,19,88.0,12.571428571428571,284.0,12.347826086956522,1.0181085694590144,7.0
2023-01-25,91,0,16,0,157,75,2,4,1,14,15,14,14,84.0,12.0,298.0,12.416666666666666,0.9664428751858088,6.0
2023-01-26,75,0,20,0,157,55,3,4,1,16,14,10,18,86.0,12.285714285714286,314.0,12.56,0.9781618875439808,4.0
2023-01-27,55,0,23,0,157,32,4,4,1,20,16,19,10,96.0,13.714285714285714,334.0,12.846153846153847,1.0675790443544113,2.0
2023-01-28,189,0,2,157,0,187,5,4,1,23,20,9,5,100.0,14.285714285714286,357.0,13.222222222222221,1.0804320911557963,13.0
2023-01-29,344,0,5,157,0,339,6,4,1,2,23,3,9,93.0,13.285714285714286,359.0,12.821428571428571,1.036211618345612,25.0
2023-01-30,496,0,14,157,0,482,0,5,1,5,2,15,20,95.0,13.571428571428571,364.0,12.551724137931034,1.0812401022402902,35.0
2023-01-31,482,0,17,0,0,465,1,5,1,14,5,14,18,94.0,13.428571428571429,378.0,12.6,1.0657595526041173,34.0
2023-02-01,465,0,19,0,0,446,2,5,2,17,14,16,14,97.0,13.857142857142858,391.0,13.033333333333333,1.0632078102763465,32.0
2023-02-02,446,0,12,0,0,434,3,5,2,19,17,20,10,100.0,14.285714285714286,401.0,13.366666666666667,1.0687565997723956,30.0
2023-02-03,434,0,14,0,0,420,4,5,2,12,19,23,19,92.0,13.142857142857142,396.0,13.2,0.9956709202413806,31.0
2023-02-04,420,0,4,0,0,416,5,5,2,14,12,2,9,83.0,11.857142857142858,397.0,13.233333333333333,0.8960056897584763,35.0
2023-02-05,416,0,8,0,0,408,6,5,2,4,14,5,3,85.0,12.142857142857142,390.0,13.0,0.9340658622147139,33.0
2023-02-06,408,0,16,0,0,392,0,6,2,8,4,14,15,88.0,12.571428571428571,378.0,12.6,0.997732347118748,31.0
2023-02-07,392,0,17,0,0,375,1,6,2,16,8,17,14,90.0,12.857142857142858,385.0,12.833333333333334,1.0018552095029336,29.0
2023-02-08,375,0,13,0,0,362,2,6,2,17,16,19,16,90.0,12.857142857142858,397.0,13.233333333333333,0.9715724346778658,28.0
2023-02-09,362,0,12,0,0,350,3,6,2,13,17,12,20,84.0,12.0,397.0,13.233333333333333,0.9068009390326748,29.0
2023-02-10,350,0,15,0,0,335,4,6,2,12,13,14,23,84.0,12.0,390.0,13.0,0.9230768520710114,27.0
2023-02-11,335,0,7,0,0,328,5,6,2,15,12,4,2,85.0,12.142857142857142,391.0,13.033333333333333,0.9316769471493757,27.0
2023-02-12,328,0,6,0,0,322,6,6,2,7,15,8,5,88.0,12.571428571428571,380.0,12.666666666666666,0.9924811246537458,25.0
2023-02-13,322,0,11,0,0,311,0,7,2,6,7,16,14,86.0,12.285714285714286,376.0,12.533333333333333,0.9802430828833408,25.0
2023-02-14,311,0,12,0,0,299,1,7,2,11,6,17,17,81.0,11.571428571428571,382.0,12.733333333333333,0.9087508635610766,25.0
2023-02-15,299,0,17,0,0,282,2,7,2,12,11,13,19,76.0,10.857142857142858,385.0,12.833333333333334,0.8460110658024773,25.0
2023-02-16,282,0,16,0,0,266,3,7,2,17,12,12,12,80.0,11.428571428571429,382.0,12.733333333333333,0.8975317170973597,23.0
2023-02-17,266,0,19,0,0,247,4,7,2,16,17,15,14,84.0,12.0,380.0,12.666666666666666,0.9473683462603938,20.0
2023-02-18,247,0,4,0,0,243,5,7,2,19,16,7,4,88.0,12.571428571428571,385.0,12.833333333333334,0.9795917604028684,19.0
2023-02-19,243,0,5,0,0,238,6,7,2,4,19,6,8,85.0,12.142857142857142,379.0,12.633333333333333,0.9611759510565587,19.0
2023-02-20,238,0,18,0,0,220,0,8,2,5,4,11,16,84.0,12.0,365.0,12.166666666666666,0.9863012887971545,18.0
2023-02-21,220,0,15,0,0,205,1,8,2,18,5,12,17,91.0,13.0,374.0,12.466666666666667,1.0427806650175937,15.0
2023-02-22,205,0,25,0,0,180,2,8,2,15,18,17,13,94.0,13.428571428571429,386.0,12.866666666666667,1.043671273437836,13.0
2023-02-23,180,0,20,0,0,160,3,8,2,25,15,16,12,102.0,14.571428571428571,396.0,13.2,1.1038960202676176,10.0
2023-02-24,160,0,15,0,0,145,4,8,2,20,25,19,15,106.0,15.142857142857142,402.0,13.4,1.1300638815517359,9.0
2023-02-25,145,0,8,0,0,137,5,8,2,15,20,4,7,102.0,14.571428571428571,401.0,13.366666666666667,1.0901317317678434,9.0
2023-02-26,137,0,3,0,0,134,6,8,2,8,15,5,6,106.0,15.142857142857142,389.0,12.966666666666667,1.167829509642234,8.0
2023-02-27,134,0,18,0,0,116,0,9,2,3,8,18,11,104.0,14.857142857142858,369.0,12.3,1.2078976950605824,7.0
2023-02-28,116,0,18,0,0,98,1,9,2,18,3,15,12,104.0,14.857142857142858,385.0,12.833333333333334,1.15769935320339,6.0
2023-03-01,98,0,10,0,157,88,2,9,3,18,18,25,17,107.0,15.285714285714286,398.0,13.266666666666667,1.1521894321752402,5.0
2023-03-02,88,0,10,0,157,78,3,9,3,10,18,20,16,92.0,13.142857142857142,394.0,13.133333333333333,1.0007250869643698,5.0
2023-03-03,78,0,17,0,157,61,4,9,3,10,10,15,19,82.0,11.714285714285714,387.0,12.9,0.9080840935040015,5.0
2023-03-04,218,0,2,157,0,216,5,9,3,17,10,8,4,84.0,12.0,385.0,12.833333333333334,0.935064862202738,17.0
2023-03-05,373,0,9,157,0,364,6,9,3,2,17,3,5,78.0,11.142857142857142,375.0,12.5,0.8914285001142914,32.0
2023-03-06,521,0,19,157,0,502,0,10,3,9,2,18,18,84.0,12.0,370.0,12.333333333333334,0.9729728940832789,41.0
2023-03-07,502,0,17,0,0,485,1,10,3,19,9,18,15,85.0,12.142857142857142,385.0,12.833333333333334,0.9461965867527706,39.0
2023-03-08,485,0,25,0,0,460,2,10,3,17,19,10,25,84.0,12.0,394.0,13.133333333333333,0.9137055141848595,38.0
2023-03-09,460,0,20,0,0,440,3,10,3,25,17,10,20,99.0,14.142857142857142,403.0,13.433333333333334,1.0528180712187896,31.0
2023-03-10,440,0,20,0,0,420,4,10,3,20,25,17,15,109.0,15.571428571428571,406.0,13.533333333333333,1.1505980852830409,26.0
