date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,196,1,12,0,0,183,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,183,0,3,0,0,180,0,1,1,12,0,0,0,12.0,12.0,12.0,12.0,0.9999999166666736,14.0
2023-01-03,180,0,7,0,0,173,1,1,1,3,12,0,0,15.0,7.5,15.0,7.5,0.9999998666666844,23.0
2023-01-04,173,0,7,0,0,166,2,1,1,7,3,0,0,22.0,7.333333333333333,22.0,7.333333333333333,0.9999998636363822,22.0
2023-01-05,166,0,7,0,0,159,3,1,1,7,7,0,0,29.0,7.25,29.0,7.25,0.9999998620689845,21.0
2023-01-06,159,0,9,0,0,150,4,1,1,7,7,0,0,36.0,7.2,36.0,7.2,0.9999998611111304,20.0
2023-01-07,150,0,7,0,0,143,5,1,1,9,7,0,0,45.0,7.5,45.0,7.5,0.9999998666666844,19.0
2023-01-08,143,0,6,0,0,137,6,1,1,7,9,12,0,52.0,7.428571428571429,52.0,7.428571428571429,0.9999998653846335,18.0
2023-01-09,137,0,8,0,0,129,0,2,1,6,7,3,0,46.0,6.571428571428571,58.0,7.25,0.9064038158654835,19.0
2023-01-10,129,0,5,0,0,124,1,2,1,8,6,7,0,51.0,7.285714285714286,66.0,7.333333333333333,0.9935063580283537,17.0
2023-01-11,124,0,9,0,0,115,2,2,1,5,8,7,0,49.0,7.0,71.0,7.1,0.985915354096429,16.0
2023-01-12,115,0,8,0,0,107,3,2,1,9,5,7,0,51.0,7.285714285714286,80.0,7.2727272727272725,1.0017855765401975,14.0
2023-01-13,107,0,9,0,0,98,4,2,1,8,9,9,0,52.0,7.428571428571429,88.0,7.333333333333333,1.012986874852439,13.0
2023-01-14,98,0,11,0,0,87,5,2,1,9,8,7,0,52.0,7.428571428571429,97.0,7.461538461538462,0.9955816044213166,11.0
2023-01-15,87,0,5,0,0,82,6,2,1,11,9,6,12,56.0,8.0,108.0,7.714285714285714,1.0370369026063273,10.0
2023-01-16,82,0,1,0,0,81,0,3,1,5,11,8,3,55.0,7.857142857142857,113.0,7.533333333333333,1.0429834266583313,10.0
