date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,247,0,9,0,0,238,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,238,0,12,0,0,226,0,1,1,9,0,0,0,9.0,9.0,9.0,9.0,0.9999998888889013,25.0
2023-01-03,226,0,18,0,0,208,1,1,1,12,9,0,0,21.0,10.5,21.0,10.5,0.9999999047619139,19.0
2023-01-04,208,0,12,0,0,196,2,1,1,18,12,0,0,39.0,13.0,39.0,13.0,0.9999999230769291,15.0
2023-01-05,196,0,10,0,0,186,3,1,1,12,18,0,0,51.0,12.75,51.0,12.75,0.9999999215686337,14.0
2023-01-06,186,0,11,0,0,175,4,1,1,10,12,0,0,61.0,12.2,61.0,12.2,0.9999999180327936,14.0
2023-01-07,175,0,2,0,0,173,5,1,1,11,10,0,0,72.0,12.0,72.0,12.0,0.9999999166666736,14.0
2023-01-08,173,0,10,0,0,163,6,1,1,2,11,9,0,74.0,10.571428571428571,74.0,10.571428571428571,0.9999999054054144,15.0
2023-01-09,163,0,12,0,0,151,0,2,1,10,2,12,0,75.0,10.714285714285714,84.0,10.5,1.0204080660835855,14.0
2023-01-10,151,0,19,0,0,132,1,2,1,12,10,18,0,75.0,10.714285714285714,96.0,10.666666666666666,1.0044641915457677,12.0
2023-01-11,132,0,7,0,0,125,2,2,1,19,12,12,0,76.0,10.857142857142858,115.0,11.5,0.9440992967863967,11.0
2023-01-12,125,0,9,0,0,116,3,2,1,7,19,10,0,71.0,10.142857142857142,122.0,11.090909090909092,0.9145198238664796,11.0
2023-01-13,116,0,14,0,0,102,4,2,1,9,7,11,0,70.0,10.0,131.0,10.916666666666666,0.9160304504399589,10.0
2023-01-14,102,0,5,0,0,97,5,2,1,14,9,2,0,73.0,10.428571428571429,145.0,11.153846153846153,0.9349752856327578,9.0
2023-01-15,97,0,9,0,78,88,6,2,1,5,14,10,9,76.0,10.857142857142858,150.0,10.714285714285714,1.0133332387555645,8.0
2023-01-16,88,0,14,0,97,74,0,3,1,9,5,12,12,75.0,10.714285714285714,159.0,10.6,1.0107815758022773,6.0
2023-01-17,74,0,19,0,129,55,1,3,1,14,9,19,18,77.0,11.0,173.0,10.8125,1.0173409463730918,4.0
2023-01-18,133,0,19,78,0,114,2,3,1,19,14,7,12,77.0,11.0,192.0,11.294117647058824,0.9739582470974468,10.0
2023-01-19,211,0,18,97,0,193,3,3,1,19,19,9,10,89.0,12.714285714285714,211.0,11.722222222222221,1.0846309162738692,15.0
2023-01-20,322,0,15,129,0,307,4,3,1,18,19,14,11,98.0,14.0,229.0,12.052631578947368,1.161571956026781,21.0
2023-01-21,307,0,7,0,0,300,5,3,1,15,18,5,2,99.0,14.142857142857142,244.0,12.2,1.1592504904595617,21.0
2023-01-22,300,0,9,0,0,291,6,3,1,7,15,9,10,101.0,14.428571428571429,251.0,11.952380952380953,1.2071712137426476,20.0
2023-01-23,291,0,19,0,0,272,0,4,1,9,7,14,12,101.0,14.428571428571429,260.0,11.818181818181818,1.2208790175739732,18.0
2023-01-24,272,1,18,0,0,253,1,4,1,19,9,19,19,106.0,15.142857142857142,279.0,12.130434782608695,1.2483357905877819,16.0
2023-01-25,253,1,19,0,0,233,2,4,1,18,19,19,7,105.0,15.0,297.0,12.375,1.2121211141720312,15.0
2023-01-26,233,0,18,0,0,215,3,4,1,19,18,18,9,105.0,15.0,316.0,12.64,1.1867087668743064,14.0
2023-01-27,215,0,11,0,0,204,4,4,1,18,19,15,14,105.0,15.0,334.0,12.846153846153847,1.1676645797626375,13.0
2023-01-28,204,0,11,0,0,193,5,4,1,11,18,7,5,101.0,14.428571428571429,345.0,12.777777777777779,1.1291924582122672,13.0
2023-01-29,193,0,4,0,0,189,6,4,1,11,11,9,9,105.0,15.0,356.0,12.714285714285714,1.1797751881075695,12.0
2023-01-30,189,0,16,0,0,173,0,5,1,4,11,19,14,100.0,14.285714285714286,360.0,12.413793103448276,1.1507935580908366,12.0
2023-01-31,173,0,15,0,0,158,1,5,1,16,4,18,19,97.0,13.857142857142858,376.0,12.533333333333333,1.1056230120893495,11.0
2023-02-01,158,0,11,0,0,147,2,5,2,15,16,19,19,94.0,13.428571428571429,382.0,12.733333333333333,1.0545997675893977,10.0
2023-02-02,147,0,6,0,0,141,3,5,2,11,15,18,18,86.0,12.285714285714286,381.0,12.7,0.9673790014437234,11.0
2023-02-03,141,0,13,0,0,128,4,5,2,6,11,11,15,74.0,10.571428571428571,369.0,12.3,0.8594656676392605,12.0
2023-02-04,128,1,4,0,0,123,5,5,2,13,6,11,7,76.0,10.857142857142858,370.0,12.333333333333334,0.8803088089324904,11.0
2023-02-05,123,0,5,0,0,118,6,5,2,4,13,4,9,69.0,9.857142857142858,364.0,12.133333333333333,0.8124018168742617,11.0
2023-02-06,118,0,14,0,0,104,0,6,2,5,4,16,19,70.0,10.0,358.0,11.933333333333334,0.837988756593121,10.0
2023-02-07,104,0,12,0,90,92,1,6,2,14,5,15,18,68.0,9.714285714285714,370.0,12.333333333333334,0.7876447237817019,9.0
2023-02-08,92,1,13,0,106,78,2,6,2,12,14,11,19,65.0,9.285714285714286,372.0,12.4,0.7488478658763242,8.0
2023-02-09,78,0,16,0,129,62,3,6,2,13,12,6,18,67.0,9.571428571428571,373.0,12.433333333333334,0.7698199304242875,6.0
2023-02-10,152,0,15,90,0,137,4,6,2,16,13,13,11,77.0,11.0,370.0,12.333333333333334,0.891891819576339,12.0
2023-02-11,243,0,4,106,0,239,5,6,2,15,16,4,11,79.0,11.285714285714286,378.0,12.6,0.8956915388906943,21.0
2023-02-12,368,0,11,129,0,357,6,6,2,4,15,5,4,79.0,11.285714285714286,373.0,12.433333333333334,0.9076981269181899,31.0
2023-02-13,357,0,16,0,0,341,0,7,2,11,4,14,16,85.0,12.142857142857142,370.0,12.333333333333334,0.9845559047271274,28.0
2023-02-14,341,0,16,0,0,325,1,7,2,16,11,12,15,87.0,12.428571428571429,381.0,12.7,0.9786275944837666,26.0
2023-02-15,325,0,14,0,0,311,2,7,2,16,16,13,11,91.0,13.0,388.0,12.933333333333334,1.0051545614571216,23.0
2023-02-16,311,0,20,0,0,291,3,7,2,14,16,16,6,92.0,13.142857142857142,388.0,12.933333333333334,1.0162002159786283,22.0
2023-02-17,291,0,21,0,0,270,4,7,2,20,14,15,13,96.0,13.714285714285714,389.0,12.966666666666667,1.0576569143929666,19.0
2023-02-18,270,0,8,0,0,262,5,7,2,21,20,4,4,102.0,14.571428571428571,391.0,13.033333333333333,1.118012336579251,17.0
2023-02-19,262,0,6,0,0,256,6,7,2,8,21,11,5,106.0,15.142857142857142,381.0,12.7,1.192350862244589,16.0
2023-02-20,256,0,16,0,0,240,0,8,2,6,8,16,14,101.0,14.428571428571429,372.0,12.4,1.163594376207827,16.0
2023-02-21,240,0,8,0,0,232,1,8,2,16,6,16,12,101.0,14.428571428571429,381.0,12.7,1.1361078970443728,16.0
2023-02-22,232,0,18,0,0,214,2,8,2,8,16,14,13,93.0,13.285714285714286,380.0,12.666666666666666,1.048872097645436,16.0
2023-02-23,214,0,8,0,0,206,3,8,2,18,8,20,16,97.0,13.857142857142858,379.0,12.633333333333333,1.0968713794410143,14.0
2023-02-24,206,0,18,0,0,188,4,8,2,8,18,21,15,85.0,12.142857142857142,369.0,12.3,0.9872240776937451,15.0
2023-02-25,188,0,3,0,0,185,5,8,2,18,8,8,4,82.0,11.714285714285714,368.0,12.266666666666667,0.9549688662486561,15.0
2023-02-26,185,0,9,0,0,176,6,8,2,3,18,6,11,77.0,11.0,353.0,11.766666666666667,0.9348441131860526,15.0
2023-02-27,176,0,13,0,0,163,0,9,2,9,3,16,16,80.0,11.428571428571429,351.0,11.7,0.9768008933137211,14.0
2023-02-28,163,0,15,0,0,148,1,9,2,13,9,8,16,77.0,11.0,353.0,11.766666666666667,0.9348441131860526,13.0
2023-03-01,148,0,9,0,0,139,2,9,3,15,13,18,14,84.0,12.0,364.0,12.133333333333333,0.9890109074991011,11.0
2023-03-02,139,0,17,0,0,122,3,9,3,9,15,8,20,75.0,10.714285714285714,357.0,11.9,0.900360068397113,11.0
2023-03-03,122,0,13,0,90,109,4,9,3,17,9,18,21,84.0,12.0,359.0,11.966666666666667,1.0027854315221088,9.0
2023-03-04,109,0,5,0,84,104,5,9,3,13,17,3,8,79.0,11.285714285714286,361.0,12.033333333333333,0.9378709153332442,9.0
2023-03-05,104,0,6,0,82,98,6,9,3,5,13,9,6,81.0,11.571428571428571,360.0,12.0,0.9642856339285781,8.0
2023-03-06,188,0,18,90,0,170,0,10,3,6,5,13,16,78.0,11.142857142857142,353.0,11.766666666666667,0.9469849458248326,15.0
2023-03-07,254,0,26,84,0,228,1,10,3,18,6,15,8,83.0,11.857142857142858,367.0,12.233333333333333,0.9692486556861747,19.0
2023-03-08,310,0,16,82,0,294,2,10,3,26,18,9,18,94.0,13.428571428571429,388.0,12.933333333333334,1.038291525021642,21.0
