date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,160,0,1,0,0,159,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,159,0,0,0,0,159,0,1,1,1,0,0,0,1.0,1.0,1.0,1.0,0.9999990000010001,158.0
2023-01-03,159,0,0,0,0,159,1,1,1,0,1,0,0,1.0,0.5,1.0,0.5,0.999998000004,317.0
2023-01-04,159,0,1,0,0,158,2,1,1,0,0,0,0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.999997000009,473.0
2023-01-05,158,0,0,0,0,158,3,1,1,1,0,0,0,2.0,0.5,2.0,0.5,0.999998000004,315.0
2023-01-06,158,0,0,0,0,158,4,1,1,0,1,0,0,2.0,0.4,2.0,0.4,0.9999975000062501,394.0
2023-01-07,158,0,0,0,0,158,5,1,1,0,0,0,0,2.0,0.3333333333333333,2.0,0.3333333333333333,0.999997000009,473.0
2023-01-08,158,0,0,0,0,158,6,1,1,0,0,1,0,2.0,0.2857142857142857,2.0,0.2857142857142857,0.99999650001225,552.0
2023-01-09,158,0,0,0,0,158,0,2,1,0,0,0,0,1.0,0.14285714285714285,2.0,0.25,0.5714262857234286,1105.0
2023-01-10,158,0,0,0,0,158,1,2,1,0,0,0,0,1.0,0.14285714285714285,2.0,0.2222222222222222,0.6428542500130178,1105.0
2023-01-11,158,0,0,0,0,158,2,2,1,0,0,1,0,1.0,0.14285714285714285,2.0,0.2,0.7142821428749998,1105.0
2023-01-12,158,0,0,0,0,158,3,2,1,0,0,0,0,0.0,0.0,2.0,0.18181818181818182,0.0,
2023-01-13,158,0,0,0,0,158,4,2,1,0,0,0,0,0.0,0.0,2.0,0.16666666666666666,0.0,
2023-01-14,158,1,0,0,0,157,5,2,1,0,0,0,0,0.0,0.0,2.0,0.15384615384615385,0.0,
2023-01-15,157,0,0,0,0,157,6,2,1,0,0,0,1,0.0,0.0,2.0,0.14285714285714285,0.0,
2023-01-16,157,0,0,0,0,157,0,3,1,0,0,0,0,0.0,0.0,2.0,0.13333333333333333,0.0,
2023-01-17,157,0,0,0,0,157,1,3,1,0,0,0,0,0.0,0.0,2.0,0.125,0.0,
2023-01-18,157,0,0,0,0,157,2,3,1,0,0,0,1,0.0,0.0,2.0,0.11764705882352941,0.0,
2023-01-19,157,0,0,0,0,157,3,3,1,0,0,0,0,0.0,0.0,2.0,0.1111111111111111,0.0,
2023-01-20,157,2,0,0,0,155,4,3,1,0,0,0,0,0.0,0.0,2.0,0.10526315789473684,0.0,
2023-01-21,155,0,0,0,0,155,5,3,1,0,0,0,0,0.0,0.0,2.0,0.1,0.0,
2023-01-22,155,0,0,0,0,155,6,3,1,0,0,0,0,0.0,0.0,2.0,0.09523809523809523,0.0,
2023-01-23,155,0,2,0,0,153,0,4,1,0,0,0,0,0.0,0.0,2.0,0.09090909090909091,0.0,
2023-01-24,153,0,1,0,0,152,1,4,1,2,0,0,0,2.0,0.2857142857142857,4.0,0.17391304347826086,1.642847696482888,531.0
2023-01-25,152,0,0,0,0,152,2,4,1,1,2,0,0,3.0,0.42857142857142855,5.0,0.20833333333333334,2.057132982904539,354.0
2023-01-26,152,0,0,0,0,152,3,4,1,0,1,0,0,3.0,0.42857142857142855,5.0,0.2,2.1428464286249995,354.0
2023-01-27,152,0,0,0,0,152,4,4,1,0,0,0,0,3.0,0.42857142857142855,5.0,0.19230769230769232,2.22855984006026,354.0
2023-01-28,152,0,0,0,0,152,5,4,1,0,0,0,0,3.0,0.42857142857142855,5.0,0.18518518518518517,2.3142732172103413,354.0
2023-01-29,152,2,0,0,0,150,6,4,1,0,0,0,0,3.0,0.42857142857142855,5.0,0.17857142857142858,2.3999865600752632,349.0
2023-01-30,150,0,1,0,0,149,0,5,1,0,0,2,0,3.0,0.42857142857142855,5.0,0.1724137931034483,2.4856998686550473,347.0
2023-01-31,149,0,0,0,0,149,1,5,1,1,0,1,0,2.0,0.2857142857142857,6.0,0.2,1.4285642857499996,521.0
2023-02-01,149,0,0,0,0,149,2,5,2,0,1,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1042.0
2023-02-02,149,0,0,0,0,149,3,5,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1042.0
2023-02-03,149,0,0,0,0,149,4,5,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1042.0
2023-02-04,149,0,0,0,0,149,5,5,2,0,0,0,0,1.0,0.14285714285714285,4.0,0.13333333333333333,1.071420535774553,1042.0
2023-02-05,149,0,0,0,0,149,6,5,2,0,0,0,0,1.0,0.14285714285714285,4.0,0.13333333333333333,1.071420535774553,1042.0
2023-02-06,149,0,0,0,0,149,0,6,2,0,0,1,2,1.0,0.14285714285714285,4.0,0.13333333333333333,1.071420535774553,1042.0
2023-02-07,149,0,0,0,0,149,1,6,2,0,0,0,1,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-08,149,0,0,0,0,149,2,6,2,0,0,0,0,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-09,149,0,0,0,0,149,3,6,2,0,0,0,0,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-10,149,1,0,0,0,148,4,6,2,0,0,0,0,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-11,148,0,0,0,0,148,5,6,2,0,0,0,0,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-12,148,0,0,0,0,148,6,6,2,0,0,0,0,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-13,148,0,1,0,0,147,0,7,2,0,0,0,1,0.0,0.0,4.0,0.13333333333333333,0.0,
2023-02-14,147,0,0,0,0,147,1,7,2,1,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1028.0
2023-02-15,147,0,0,0,0,147,2,7,2,0,1,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1028.0
2023-02-16,147,0,0,0,0,147,3,7,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1028.0
2023-02-17,147,0,0,0,0,147,4,7,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1028.0
2023-02-18,147,0,0,0,0,147,5,7,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1028.0
2023-02-19,147,1,0,0,0,146,6,7,2,0,0,0,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1021.0
2023-02-20,146,0,0,0,0,146,0,8,2,0,0,1,0,1.0,0.14285714285714285,5.0,0.16666666666666666,0.8571377143165713,1021.0
2023-02-21,146,1,0,0,0,145,1,8,2,0,0,0,0,0.0,0.0,5.0,0.16666666666666666,0.0,
2023-02-22,145,0,0,0,0,145,2,8,2,0,0,0,0,0.0,0.0,5.0,0.16666666666666666,0.0,
2023-02-23,145,1,0,0,0,144,3,8,2,0,0,0,0,0.0,0.0,3.0,0.1,0.0,
2023-02-24,144,0,0,0,0,144,4,8,2,0,0,0,0,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-02-25,144,1,0,0,0,143,5,8,2,0,0,0,0,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-02-26,143,0,0,0,0,143,6,8,2,0,0,0,0,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-02-27,143,0,0,0,0,143,0,9,2,0,0,0,1,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-02-28,143,0,0,0,0,143,1,9,2,0,0,0,0,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-03-01,143,0,0,0,0,143,2,9,3,0,0,0,0,0.0,0.0,2.0,0.06666666666666667,0.0,
2023-03-02,143,1,0,0,0,142,3,9,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-03,142,0,0,0,0,142,4,9,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-04,142,0,0,0,0,142,5,9,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-05,142,0,0,0,0,142,6,9,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-06,142,0,0,0,0,142,0,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-07,142,0,0,0,0,142,1,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-08,142,0,0,0,0,142,2,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-09,142,0,0,0,0,142,3,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-10,142,1,0,0,0,141,4,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-11,141,2,0,0,0,139,5,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-12,139,0,1,0,0,138,6,10,3,0,0,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,
2023-03-13,138,0,0,0,0,138,0,11,3,1,0,0,0,1.0,0.14285714285714285,2.0,0.06666666666666667,2.1428250004821354,965.0
2023-03-14,138,0,0,0,0,138,1,11,3,0,1,0,0,1.0,0.14285714285714285,2.0,0.06666666666666667,2.1428250004821354,965.0
2023-03-15,138,0,0,0,0,138,2,11,3,0,0,0,0,1.0,0.14285714285714285,2.0,0.06666666666666667,2.1428250004821354,965.0
2023-03-16,138,1,1,0,0,136,3,11,3,0,0,0,0,1.0,0.14285714285714285,1.0,0.03333333333333333,4.285585718142741,951.0
2023-03-17,136,1,0,0,0,135,4,11,3,1,0,0,0,2.0,0.2857142857142857,2.0,0.06666666666666667,4.285650000964271,472.0
2023-03-18,135,0,0,0,0,135,5,11,3,0,1,0,0,2.0,0.2857142857142857,2.0,0.06666666666666667,4.285650000964271,472.0
2023-03-19,135,0,0,0,0,135,6,11,3,0,0,1,0,2.0,0.2857142857142857,2.0,0.06666666666666667,4.285650000964271,472.0
