date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,258,0,9,0,0,249,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,249,0,4,0,0,245,0,1,1,9,0,0,0,9.0,9.0,9.0,9.0,0.9999998888889013,27.0
2023-01-03,245,0,7,0,0,238,1,1,1,4,9,0,0,13.0,6.5,13.0,6.5,0.9999998461538698,36.0
2023-01-04,238,0,9,0,0,229,2,1,1,7,4,0,0,20.0,6.666666666666667,20.0,6.666666666666667,0.9999998500000224,34.0
2023-01-05,229,1,6,0,0,222,3,1,1,9,7,0,0,29.0,7.25,29.0,7.25,0.9999998620689845,30.0
2023-01-06,222,1,10,0,0,211,4,1,1,6,9,0,0,35.0,7.0,35.0,7.0,0.9999998571428775,30.0
2023-01-07,211,0,5,0,0,206,5,1,1,10,6,0,0,45.0,7.5,45.0,7.5,0.9999998666666844,27.0
2023-01-08,206,1,3,0,0,202,6,1,1,5,10,9,0,50.0,7.142857142857143,50.0,7.142857142857143,0.9999998600000196,28.0
2023-01-09,202,0,1,0,0,201,0,2,1,3,5,4,0,44.0,6.285714285714286,53.0,6.625,0.9487869187814894,31.0
2023-01-10,201,2,6,0,0,193,1,2,1,1,3,7,0,41.0,5.857142857142857,54.0,6.0,0.9761903134920905,32.0
2023-01-11,193,0,10,0,0,183,2,2,1,6,1,9,0,40.0,5.714285714285714,60.0,6.0,0.9523807936508201,32.0
2023-01-12,183,1,8,0,0,174,3,2,1,10,6,6,0,41.0,5.857142857142857,70.0,6.363636363636363,0.9204080186297603,29.0
2023-01-13,174,0,6,0,0,168,4,2,1,8,10,10,0,43.0,6.142857142857143,78.0,6.5,0.945054799661899,27.0
2023-01-14,168,1,7,0,0,160,5,2,1,6,8,5,0,39.0,5.571428571428571,84.0,6.461538461538462,0.8622447645165414,28.0
2023-01-15,160,0,5,0,0,155,6,2,1,7,6,3,9,41.0,5.857142857142857,91.0,6.5,0.9010987624683222,26.0
2023-01-16,155,0,8,0,0,147,0,3,1,5,7,1,4,43.0,6.142857142857143,96.0,6.4,0.9598212785993537,23.0
2023-01-17,147,0,6,0,0,141,1,3,1,8,5,6,7,50.0,7.142857142857143,104.0,6.5,1.0989009298394175,19.0
2023-01-18,141,0,3,0,0,138,2,3,1,6,8,10,9,50.0,7.142857142857143,110.0,6.470588235294118,1.103895933294005,19.0
2023-01-19,138,0,6,0,0,132,3,3,1,3,6,8,6,43.0,6.142857142857143,113.0,6.277777777777778,0.9785080615777298,21.0
2023-01-20,132,1,5,0,0,126,4,3,1,6,3,6,10,41.0,5.857142857142857,119.0,6.2631578947368425,0.935173920314368,21.0
2023-01-21,126,0,6,0,0,120,5,3,1,5,6,7,5,40.0,5.714285714285714,124.0,6.2,0.921658837520464,20.0
2023-01-22,120,0,8,0,0,112,6,3,1,6,5,5,3,39.0,5.571428571428571,130.0,6.190476190476191,0.899999854615408,20.0
2023-01-23,112,0,7,0,0,105,0,4,1,8,6,8,1,42.0,6.0,138.0,6.2727272727272725,0.9565215866414862,17.0
2023-01-24,105,1,8,0,0,96,1,4,1,7,8,6,6,41.0,5.857142857142857,145.0,6.304347826086956,0.9290638920401116,16.0
2023-01-25,96,0,9,0,0,87,2,4,1,8,7,3,10,43.0,6.142857142857143,153.0,6.375,0.9635852830230369,14.0
2023-01-26,87,0,8,0,0,79,3,4,1,9,8,6,8,49.0,7.0,162.0,6.48,1.080246746875502,11.0
2023-01-27,79,0,5,0,0,74,4,4,1,8,9,5,6,51.0,7.285714285714286,170.0,6.538461538461538,1.1142855438655723,10.0
2023-01-28,74,0,9,0,0,65,5,4,1,5,8,6,7,51.0,7.285714285714286,175.0,6.481481481481482,1.1240814592233503,8.0
2023-01-29,65,0,3,0,0,62,6,4,1,9,5,8,5,54.0,7.714285714285714,184.0,6.571428571428571,1.1739128648393466,8.0
2023-01-30,62,0,10,0,0,52,0,5,1,3,9,7,8,49.0,7.0,187.0,6.448275862068965,1.0855613289771202,7.0
2023-01-31,52,0,7,0,0,45,1,5,1,10,3,8,6,52.0,7.428571428571429,197.0,6.566666666666666,1.131254359997523,6.0
2023-02-01,45,0,5,0,54,40,2,5,2,7,10,9,3,51.0,7.285714285714286,195.0,6.5,1.1208789484362056,5.0
2023-02-02,40,0,7,0,62,33,3,5,2,5,7,8,6,47.0,6.714285714285714,196.0,6.533333333333333,1.02769663570241,4.0
2023-02-03,33,1,6,0,68,26,4,5,2,7,5,5,5,46.0,6.571428571428571,196.0,6.533333333333333,1.0058307498364012,3.0
2023-02-04,26,1,10,0,85,15,5,5,2,6,7,9,6,47.0,6.714285714285714,193.0,6.433333333333334,1.0436711923235007,2.0
2023-02-05,69,0,4,54,0,65,6,5,2,10,6,3,8,48.0,6.857142857142857,197.0,6.566666666666666,1.0442347938438674,9.0
2023-02-06,127,0,5,62,0,122,0,6,2,4,10,10,7,49.0,7.0,191.0,6.366666666666666,1.0994762670979685,17.0
2023-02-07,190,0,5,68,0,185,1,6,2,5,4,7,8,44.0,6.285714285714286,191.0,6.366666666666666,0.9872848112716452,29.0
2023-02-08,270,0,10,85,0,260,2,6,2,5,5,5,9,42.0,6.0,193.0,6.433333333333334,0.9326423420763198,43.0
2023-02-09,260,0,4,0,0,256,3,6,2,10,5,7,8,47.0,6.714285714285714,202.0,6.733333333333333,0.9971709975912946,38.0
2023-02-10,256,0,8,0,0,248,4,6,2,4,10,6,5,44.0,6.285714285714286,200.0,6.666666666666667,0.9428570014285925,39.0
2023-02-11,248,0,7,0,0,241,5,6,2,8,4,10,9,46.0,6.571428571428571,198.0,6.6,0.9956708448117767,36.0
2023-02-12,241,0,8,0,0,233,6,6,2,7,8,4,3,43.0,6.142857142857143,197.0,6.566666666666666,0.935460336151798,37.0
2023-02-13,233,0,8,0,0,225,0,7,2,8,7,5,10,47.0,6.714285714285714,199.0,6.633333333333334,1.0122037239319583,33.0
2023-02-14,225,0,4,0,0,221,1,7,2,8,8,5,7,50.0,7.142857142857143,200.0,6.666666666666667,1.0714284107143097,30.0
2023-02-15,221,0,15,0,0,206,2,7,2,4,8,10,5,49.0,7.0,199.0,6.633333333333334,1.05527622282268,29.0
2023-02-16,206,0,12,0,0,194,3,7,2,15,4,4,7,54.0,7.714285714285714,206.0,6.866666666666666,1.123439503521293,25.0
2023-02-17,194,1,12,0,0,181,4,7,2,12,15,8,6,62.0,8.857142857142858,212.0,7.066666666666666,1.2533690948736458,20.0
2023-02-18,181,0,7,0,0,174,5,7,2,12,12,7,10,66.0,9.428571428571429,221.0,7.366666666666666,1.2798964002726283,18.0
2023-02-19,174,0,9,0,0,165,6,7,2,7,12,8,4,66.0,9.428571428571429,222.0,7.4,1.2741311019513955,17.0
2023-02-20,165,1,9,0,0,155,0,8,2,9,7,8,5,67.0,9.571428571428571,226.0,7.533333333333333,1.2705434470201493,16.0
2023-02-21,155,0,6,0,0,149,1,8,2,9,9,4,5,68.0,9.714285714285714,229.0,7.633333333333334,1.272613682315113,15.0
2023-02-22,149,0,10,0,0,139,2,8,2,6,9,15,10,70.0,10.0,227.0,7.566666666666666,1.3215857284247936,13.0
2023-02-23,139,0,13,0,0,126,3,8,2,10,6,12,4,65.0,9.285714285714286,230.0,7.666666666666667,1.211179966243607,13.0
2023-02-24,126,1,9,0,0,116,4,8,2,13,10,12,8,66.0,9.428571428571429,235.0,7.833333333333333,1.2036472627562766,12.0
2023-02-25,116,0,7,0,0,109,5,8,2,9,13,7,7,63.0,9.0,235.0,7.833333333333333,1.148936023540082,12.0
2023-02-26,109,0,6,0,0,103,6,8,2,7,9,9,8,63.0,9.0,234.0,7.8,1.1538460059171787,11.0
2023-02-27,103,0,7,0,0,96,0,9,2,6,7,9,8,60.0,8.571428571428571,235.0,7.833333333333333,1.0942247843238877,11.0
2023-02-28,96,0,5,0,0,91,1,9,2,7,6,6,4,58.0,8.285714285714286,233.0,7.766666666666667,1.0668300281825225,10.0
2023-03-01,91,0,2,0,0,89,2,9,3,5,7,10,15,57.0,8.142857142857142,235.0,7.833333333333333,1.0395135451076933,10.0
2023-03-02,89,0,9,0,0,80,3,9,3,2,5,13,12,49.0,7.0,227.0,7.566666666666666,0.9251100098973555,11.0
2023-03-03,80,0,6,0,0,74,4,9,3,9,2,9,12,45.0,6.428571428571429,229.0,7.633333333333334,0.8421708191791191,11.0
2023-03-04,74,0,7,0,0,67,5,9,3,6,9,7,7,42.0,6.0,230.0,7.666666666666667,0.7826085935727921,11.0
2023-03-05,67,0,10,0,0,57,6,9,3,7,6,6,9,42.0,6.0,230.0,7.666666666666667,0.7826085935727921,9.0
2023-03-06,57,0,7,0,0,50,0,10,3,10,7,7,9,46.0,6.571428571428571,234.0,7.8,0.8424907344792099,7.0
2023-03-07,50,0,15,0,84,35,1,10,3,7,10,5,6,46.0,6.571428571428571,231.0,7.7,0.8534321711683636,5.0
2023-03-08,35,0,8,0,91,27,2,10,3,15,7,2,10,56.0,8.0,242.0,8.066666666666666,0.9917354142476761,3.0
2023-03-09,27,0,11,0,107,16,3,10,3,8,15,9,13,62.0,8.857142857142858,245.0,8.166666666666666,1.084547972154476,1.0
2023-03-10,16,0,6,0,108,10,4,10,3,11,8,6,9,64.0,9.142857142857142,251.0,8.366666666666667,1.0927716394524505,1.0
2023-03-11,94,1,9,84,0,84,5,10,3,6,11,7,7,64.0,9.142857142857142,247.0,8.233333333333333,1.110468344014834,9.0
2023-03-12,175,0,6,91,0,169,6,10,3,9,6,10,6,66.0,9.428571428571429,252.0,8.4,1.1224488459669741,17.0
2023-03-13,276,1,4,107,0,271,0,11,3,6,9,7,7,62.0,8.857142857142858,250.0,8.333333333333334,1.062857015314301,30.0
2023-03-14,379,0,15,108,0,364,1,11,3,4,6,15,5,59.0,8.428571428571429,247.0,8.233333333333333,1.023713004638675,43.0
2023-03-15,364,0,5,0,0,359,2,11,3,15,4,8,2,59.0,8.428571428571429,254.0,8.466666666666667,0.9955004448509037,42.0
2023-03-16,359,1,7,0,0,351,3,11,3,5,15,11,9,56.0,8.0,251.0,8.366666666666667,0.9561751845208943,43.0
2023-03-17,351,1,16,0,0,334,4,11,3,7,5,6,6,52.0,7.428571428571429,254.0,8.466666666666667,0.8773902225804575,44.0
2023-03-18,334,0,6,0,0,328,5,11,3,16,7,9,7,62.0,8.857142857142858,255.0,8.5,1.0420166841324912,37.0
2023-03-19,328,0,9,0,0,319,6,11,3,6,16,6,10,59.0,8.428571428571429,249.0,8.3,1.0154904112145804,37.0
2023-03-20,319,0,10,0,0,309,0,12,3,9,6,4,7,62.0,8.857142857142858,246.0,8.2,1.0801392410980022,34.0
2023-03-21,309,0,11,0,0,298,1,12,3,10,9,15,15,68.0,9.714285714285714,249.0,8.3,1.1703957281795163,30.0
2023-03-22,298,0,7,0,0,291,2,12,3,11,10,5,8,64.0,9.142857142857142,251.0,8.366666666666667,1.0927716394524505,31.0
2023-03-23,291,0,15,0,0,276,3,12,3,7,11,7,11,66.0,9.428571428571429,249.0,8.3,1.1359723244095306,29.0
2023-03-24,276,0,9,0,0,267,4,12,3,15,7,16,6,74.0,10.571428571428571,258.0,8.6,1.229235737464283,25.0
2023-03-25,267,1,8,0,0,258,5,12,3,9,15,6,9,67.0,9.571428571428571,257.0,8.566666666666666,1.1172872514561853,26.0
2023-03-26,258,0,11,0,0,247,6,12,3,8,9,9,6,69.0,9.857142857142858,252.0,8.4,1.1734692480563822,25.0
2023-03-27,247,0,9,0,0,238,0,13,3,11,8,10,4,71.0,10.142857142857142,254.0,8.466666666666667,1.19797511160024,23.0
2023-03-28,238,0,11,0,0,227,1,13,3,9,11,11,15,70.0,10.0,256.0,8.533333333333333,1.1718748626709146,22.0
2023-03-29,227,0,12,0,0,215,2,13,3,11,9,7,5,70.0,10.0,261.0,8.7,1.1494251552384882,21.0
2023-03-30,215,0,5,0,0,210,3,13,3,12,11,15,7,75.0,10.714285714285714,266.0,8.866666666666667,1.2083779517941085,19.0
2023-03-31,210,0,4,0,0,206,4,13,3,5,12,9,16,65.0,9.285714285714286,266.0,8.866666666666667,1.0472608915548942,22.0
2023-04-01,206,0,9,0,0,197,5,13,4,4,5,8,6,60.0,8.571428571428571,268.0,8.933333333333334,0.9594881655157171,22.0
2023-04-02,197,0,12,0,0,185,6,13,4,9,4,11,9,61.0,8.714285714285714,268.0,8.933333333333334,0.975479634940979,21.0
2023-04-03,185,0,13,0,0,172,0,14,4,12,9,9,10,62.0,8.857142857142858,274.0,9.133333333333333,0.9697600606623502,19.0
2023-04-04,172,0,13,0,0,159,1,14,4,13,12,11,11,66.0,9.428571428571429,280.0,9.333333333333334,1.0102039733965131,16.0
2023-04-05,159,0,10,0,0,149,2,14,4,13,13,12,7,68.0,9.714285714285714,283.0,9.433333333333334,1.029782828745889,15.0
2023-04-06,149,0,8,0,0,141,3,14,4,10,13,5,15,66.0,9.428571428571429,286.0,9.533333333333333,0.9890108852685886,14.0
2023-04-07,141,0,9,0,0,132,4,14,4,8,10,4,9,69.0,9.857142857142858,279.0,9.3,1.0599077201328104,13.0
2023-04-08,132,1,11,0,0,120,5,14,4,9,8,9,8,74.0,10.571428571428571,280.0,9.333333333333334,1.1326529398688177,11.0
2023-04-09,120,0,12,0,0,108,6,14,4,11,9,12,11,76.0,10.857142857142858,280.0,9.333333333333334,1.163265181486894,9.0
2023-04-10,108,0,9,0,0,99,0,15,4,12,11,13,9,76.0,10.857142857142858,286.0,9.533333333333333,1.138861019400193,9.0
2023-04-11,99,0,13,0,0,86,1,15,4,9,12,13,11,72.0,10.285714285714286,286.0,9.533333333333333,1.0789209657475511,8.0
2023-04-12,86,0,8,0,0,78,2,15,4,13,9,10,12,72.0,10.285714285714286,293.0,9.766666666666667,1.0531446995805038,7.0
2023-04-13,78,0,13,0,0,65,3,15,4,8,13,8,5,70.0,10.0,297.0,9.9,1.0101009080706154,6.0
2023-04-14,65,0,13,0,100,52,4,15,4,13,8,9,4,75.0,10.714285714285714,295.0,9.833333333333334,1.0895882669183845,4.0
2023-04-15,52,0,12,0,114,40,5,15,4,13,13,11,9,79.0,11.285714285714286,303.0,10.1,1.1173973433977173,3.0
2023-04-16,40,0,11,0,125,29,6,15,4,12,13,12,12,80.0,11.428571428571429,308.0,10.266666666666667,1.113172433318084,2.0
2023-04-17,29,1,8,0,129,20,0,16,4,11,12,9,13,79.0,11.285714285714286,303.0,10.1,1.1173973433977173,1.0
2023-04-18,120,1,12,100,0,107,1,16,4,8,11,13,13,78.0,11.142857142857142,305.0,10.166666666666666,1.096018627557887,9.0
2023-04-19,221,0,5,114,0,216,2,16,4,12,8,8,10,77.0,11.0,308.0,10.266666666666667,1.0714284670686558,19.0
2023-04-20,341,0,9,125,0,332,3,16,4,5,12,13,8,74.0,10.571428571428571,303.0,10.1,1.0466759925497604,31.0
2023-04-21,461,0,9,129,0,452,4,16,4,9,5,13,9,70.0,10.0,301.0,10.033333333333333,0.9966776415271454,45.0
2023-04-22,452,0,11,0,0,441,5,16,4,9,9,12,11,66.0,9.428571428571429,303.0,10.1,0.9335218311930296,46.0
2023-04-23,441,0,16,0,0,425,6,16,4,11,9,11,12,65.0,9.285714285714286,299.0,9.966666666666667,0.9316769251542504,45.0
2023-04-24,425,0,12,0,0,413,0,17,4,16,11,8,9,70.0,10.0,306.0,10.2,0.9803920607458766,41.0
2023-04-25,413,0,14,0,0,399,1,17,4,12,16,12,13,74.0,10.571428571428571,310.0,10.333333333333334,1.0230413756503738,37.0
2023-04-26,399,0,6,0,0,393,2,17,4,14,12,5,8,76.0,10.857142857142858,313.0,10.433333333333334,1.0406206213919076,36.0
2023-04-27,393,0,13,0,0,380,3,17,4,6,14,9,13,77.0,11.0,310.0,10.333333333333334,1.064516026014578,34.0
2023-04-28,380,2,9,0,0,369,4,17,4,13,6,9,13,81.0,11.571428571428571,312.0,10.4,1.112637255653011,31.0
2023-04-29,369,0,13,0,0,356,5,17,4,9,13,11,12,81.0,11.571428571428571,309.0,10.3,1.1234395580571856,30.0
2023-04-30,356,0,14,0,0,342,6,17,4,13,9,16,11,83.0,11.857142857142858,317.0,10.566666666666666,1.1221269780772127,28.0
2023-05-01,342,0,10,0,0,332,0,18,5,14,13,12,8,81.0,11.571428571428571,327.0,10.9,1.061598854112818,28.0
2023-05-02,332,0,8,0,0,324,1,18,5,10,14,14,12,79.0,11.285714285714286,328.0,10.933333333333334,1.032229870745526,28.0
2023-05-03,324,1,7,0,0,316,2,18,5,8,10,6,5,73.0,10.428571428571429,324.0,10.8,0.9656083762002826,30.0
2023-05-04,316,1,7,0,0,308,3,18,5,7,8,13,9,74.0,10.571428571428571,318.0,10.6,0.9973044881249136,29.0
2023-05-05,308,0,6,0,0,302,4,18,5,7,7,9,9,68.0,9.714285714285714,312.0,10.4,0.9340658442519105,31.0
2023-05-06,302,0,12,0,0,290,5,18,5,6,7,13,11,65.0,9.285714285714286,308.0,10.266666666666667,0.9044526020709432,31.0
2023-05-07,290,0,13,0,0,277,6,18,5,12,6,14,16,64.0,9.142857142857142,312.0,10.4,0.8791207945900334,30.0
2023-05-08,277,0,10,0,0,267,0,19,5,13,12,10,12,63.0,9.0,316.0,10.533333333333333,0.8544302986300351,29.0
2023-05-09,267,0,13,0,0,254,1,19,5,10,13,8,14,63.0,9.0,315.0,10.5,0.8571427755102119,28.0
2023-05-10,254,0,17,0,0,237,2,19,5,13,10,7,6,68.0,9.714285714285714,316.0,10.533333333333333,0.9222422270927362,24.0
2023-05-11,237,0,10,0,0,227,3,19,5,17,13,7,13,78.0,11.142857142857142,324.0,10.8,1.0317459362140007,20.0
