date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,176,0,0,0,0,176,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,176,2,0,0,0,174,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-03,174,0,0,0,0,174,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-04,174,0,0,0,0,174,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-05,174,0,0,0,0,174,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-06,174,0,1,0,0,173,4,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-07,173,0,0,0,0,173,5,1,1,1,0,0,0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.9999940000359998,1037.0
2023-01-08,173,0,0,0,0,173,6,1,1,0,1,0,0,1.0,0.14285714285714285,1.0,0.14285714285714285,0.9999930000489996,1210.0
2023-01-09,173,0,0,0,0,173,0,2,1,0,0,0,0,1.0,0.14285714285714285,1.0,0.125,1.1428480000731422,1210.0
2023-01-10,173,0,0,0,0,173,1,2,1,0,0,0,0,1.0,0.14285714285714285,1.0,0.1111111111111111,1.2857027143898563,1210.0
2023-01-11,173,0,1,0,0,172,2,2,1,0,0,0,0,1.0,0.14285714285714285,1.0,0.1,1.4285571429999984,1203.0
2023-01-12,172,0,0,0,0,172,3,2,1,1,0,0,0,2.0,0.2857142857142857,2.0,0.18181818181818182,1.5714199286189638,601.0
2023-01-13,172,0,2,0,0,170,4,2,1,0,1,1,0,2.0,0.2857142857142857,2.0,0.16666666666666666,1.7142754286331425,594.0
2023-01-14,170,1,0,0,0,169,5,2,1,2,0,0,0,3.0,0.42857142857142855,4.0,0.3076923076923077,1.3928526160861405,394.0
2023-01-15,169,0,0,0,0,169,6,2,1,0,2,0,0,3.0,0.42857142857142855,4.0,0.2857142857142857,1.499994750018375,394.0
2023-01-16,169,0,0,0,0,169,0,3,1,0,0,0,0,3.0,0.42857142857142855,4.0,0.26666666666666666,1.6071368303797433,394.0
2023-01-17,169,0,0,0,0,169,1,3,1,0,0,0,0,3.0,0.42857142857142855,4.0,0.25,1.7142788571702856,394.0
2023-01-18,169,1,0,0,0,168,2,3,1,0,0,1,0,3.0,0.42857142857142855,4.0,0.23529411764705882,1.821420830390042,391.0
2023-01-19,168,0,0,0,0,168,3,3,1,0,0,0,0,2.0,0.2857142857142857,4.0,0.2222222222222222,1.2857085000260355,587.0
2023-01-20,168,0,0,0,0,168,4,3,1,0,0,2,1,2.0,0.2857142857142857,4.0,0.21052631578947367,1.3571364107449062,587.0
2023-01-21,168,0,0,0,0,168,5,3,1,0,0,0,0,0.0,0.0,4.0,0.2,0.0,
2023-01-22,168,0,0,0,0,168,6,3,1,0,0,0,0,0.0,0.0,4.0,0.19047619047619047,0.0,
2023-01-23,168,1,0,0,0,167,0,4,1,0,0,0,0,0.0,0.0,4.0,0.18181818181818182,0.0,
2023-01-24,167,0,0,0,0,167,1,4,1,0,0,0,0,0.0,0.0,4.0,0.17391304347826086,0.0,
2023-01-25,167,0,0,0,0,167,2,4,1,0,0,0,1,0.0,0.0,4.0,0.16666666666666666,0.0,
2023-01-26,167,0,0,0,0,167,3,4,1,0,0,0,0,0.0,0.0,4.0,0.16,0.0,
2023-01-27,167,0,0,0,0,167,4,4,1,0,0,0,2,0.0,0.0,4.0,0.15384615384615385,0.0,
2023-01-28,167,0,0,0,0,167,5,4,1,0,0,0,0,0.0,0.0,4.0,0.14814814814814814,0.0,
2023-01-29,167,0,0,0,0,167,6,4,1,0,0,0,0,0.0,0.0,4.0,0.14285714285714285,0.0,
2023-01-30,167,0,2,0,0,165,0,5,1,0,0,0,0,0.0,0.0,4.0,0.13793103448275862,0.0,
2023-01-31,165,1,1,0,0,163,1,5,1,2,0,0,0,2.0,0.2857142857142857,6.0,0.2,1.4285642857499996,570.0
2023-02-01,163,0,0,0,0,163,2,5,2,1,2,0,0,3.0,0.42857142857142855,7.0,0.23333333333333334,1.8367268221911701,380.0
2023-02-02,163,0,0,0,0,163,3,5,2,0,1,0,0,3.0,0.42857142857142855,7.0,0.23333333333333334,1.8367268221911701,380.0
2023-02-03,163,0,0,0,0,163,4,5,2,0,0,0,0,3.0,0.42857142857142855,7.0,0.23333333333333334,1.8367268221911701,380.0
2023-02-04,163,0,0,0,0,163,5,5,2,0,0,0,0,3.0,0.42857142857142855,7.0,0.23333333333333334,1.8367268221911701,380.0
2023-02-05,163,0,1,0,0,162,6,5,2,0,0,0,0,3.0,0.42857142857142855,7.0,0.23333333333333334,1.8367268221911701,377.0
2023-02-06,162,0,0,0,0,162,0,6,2,1,0,2,0,4.0,0.5714285714285714,7.0,0.23333333333333334,2.4489690962548933,283.0
2023-02-07,162,0,4,0,0,158,1,6,2,0,1,1,0,2.0,0.2857142857142857,7.0,0.23333333333333334,1.2244845481274467,552.0
2023-02-08,158,0,0,0,0,158,2,6,2,4,0,0,0,5.0,0.7142857142857143,11.0,0.36666666666666664,1.9480466351974888,221.0
2023-02-09,158,0,0,0,0,158,3,6,2,0,4,0,0,5.0,0.7142857142857143,11.0,0.36666666666666664,1.9480466351974888,221.0
2023-02-10,158,0,0,0,0,158,4,6,2,0,0,0,0,5.0,0.7142857142857143,11.0,0.36666666666666664,1.9480466351974888,221.0
2023-02-11,158,0,0,0,0,158,5,6,2,0,0,0,0,5.0,0.7142857142857143,10.0,0.3333333333333333,2.142850714305,221.0
2023-02-12,158,0,1,0,0,157,6,6,2,0,0,1,0,5.0,0.7142857142857143,10.0,0.3333333333333333,2.142850714305,219.0
2023-02-13,157,2,0,0,0,155,0,7,2,1,0,0,2,5.0,0.7142857142857143,9.0,0.3,2.3809444444708996,216.0
2023-02-14,155,0,0,0,0,155,1,7,2,0,1,4,1,5.0,0.7142857142857143,9.0,0.3,2.3809444444708996,216.0
2023-02-15,155,0,0,0,0,155,2,7,2,0,0,0,0,1.0,0.14285714285714285,9.0,0.3,0.47618888889417993,1084.0
2023-02-16,155,0,0,0,0,155,3,7,2,0,0,0,0,1.0,0.14285714285714285,9.0,0.3,0.47618888889417993,1084.0
2023-02-17,155,0,2,0,0,153,4,7,2,0,0,0,0,1.0,0.14285714285714285,9.0,0.3,0.47618888889417993,1070.0
2023-02-18,153,0,2,0,0,151,5,7,2,2,0,0,0,3.0,0.42857142857142855,11.0,0.36666666666666664,1.1688279811184932,352.0
2023-02-19,151,0,0,0,0,151,6,7,2,2,2,1,1,5.0,0.7142857142857143,13.0,0.43333333333333335,1.6483478444720074,211.0
2023-02-20,151,0,0,0,0,151,0,8,2,0,2,0,0,4.0,0.5714285714285714,13.0,0.43333333333333335,1.3186782755776059,264.0
