date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,340,0,12,0,0,328,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,328,0,20,0,0,308,0,1,1,12,0,0,0,12.0,12.0,12.0,12.0,0.9999999166666736,25.0
2023-01-03,308,0,15,0,0,293,1,1,1,20,12,0,0,32.0,16.0,32.0,16.0,0.9999999375000038,18.0
2023-01-04,293,0,10,0,0,283,2,1,1,15,20,0,0,47.0,15.666666666666666,47.0,15.666666666666666,0.9999999361702169,18.0
2023-01-05,283,0,21,0,0,262,3,1,1,10,15,0,0,57.0,14.25,57.0,14.25,0.9999999298245664,18.0
2023-01-06,262,0,15,0,0,247,4,1,1,21,10,0,0,78.0,15.6,78.0,15.6,0.9999999358974401,15.0
2023-01-07,247,0,4,0,0,243,5,1,1,15,21,0,0,93.0,15.5,93.0,15.5,0.9999999354838752,15.0
2023-01-08,243,0,8,0,0,235,6,1,1,4,15,12,0,97.0,13.857142857142858,97.0,13.857142857142858,0.9999999278350568,16.0
2023-01-09,235,0,12,0,0,223,0,2,1,8,4,20,0,93.0,13.285714285714286,105.0,13.125,1.0122448208357688,16.0
2023-01-10,223,0,18,0,0,205,1,2,1,12,8,15,0,85.0,12.142857142857142,117.0,13.0,0.9340658622147139,16.0
2023-01-11,205,0,10,0,0,195,2,2,1,18,12,10,0,88.0,12.571428571428571,135.0,13.5,0.9312168622379045,15.0
2023-01-12,195,0,16,0,0,179,3,2,1,10,18,21,0,88.0,12.571428571428571,145.0,13.181818181818182,0.9536945089315496,14.0
2023-01-13,179,0,13,0,0,166,4,2,1,16,10,15,0,83.0,11.857142857142858,161.0,13.416666666666666,0.8837621346619173,13.0
2023-01-14,166,0,8,0,0,158,5,2,1,13,16,4,0,81.0,11.571428571428571,174.0,13.384615384615385,0.8645319551129655,13.0
2023-01-15,158,0,10,0,0,148,6,2,1,8,13,8,12,85.0,12.142857142857142,182.0,13.0,0.9340658622147139,12.0
2023-01-16,148,1,11,0,0,136,0,3,1,10,8,12,20,87.0,12.428571428571429,192.0,12.8,0.9709820669991689,10.0
2023-01-17,136,1,18,0,0,117,1,3,1,11,10,18,15,86.0,12.285714285714286,203.0,12.6875,0.9683320841286466,9.0
2023-01-18,117,0,17,0,0,100,2,3,1,18,11,10,10,86.0,12.285714285714286,221.0,13.0,0.9450548723584166,8.0
2023-01-19,100,0,17,0,0,83,3,3,1,17,18,16,21,93.0,13.285714285714286,238.0,13.222222222222221,1.0048018447748908,6.0
2023-01-20,83,0,7,0,0,76,4,3,1,17,17,13,15,94.0,13.428571428571429,255.0,13.421052631578947,1.0005601495380954,5.0
2023-01-21,76,0,10,0,0,66,5,3,1,7,17,8,4,88.0,12.571428571428571,262.0,13.1,0.9596509627311153,5.0
2023-01-22,66,0,11,0,0,55,6,3,1,10,7,10,8,90.0,12.857142857142858,272.0,12.952380952380953,0.9926469821853434,4.0
2023-01-23,55,0,12,0,365,43,0,4,1,11,10,11,12,91.0,13.0,283.0,12.863636363636363,1.010600628151188,3.0
