date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,293,1,5,0,0,287,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,287,1,13,0,0,273,0,1,1,5,0,0,0,5.0,5.0,5.0,5.0,0.99999980000004,54.0
2023-01-03,273,0,11,0,0,262,1,1,1,13,5,0,0,18.0,9.0,18.0,9.0,0.9999998888889013,29.0
2023-01-04,262,0,17,0,0,245,2,1,1,11,13,0,0,29.0,9.666666666666666,29.0,9.666666666666666,0.9999998965517349,25.0
2023-01-05,245,0,11,0,0,234,3,1,1,17,11,0,0,46.0,11.5,46.0,11.5,0.9999999130434859,20.0
2023-01-06,234,0,9,0,0,225,4,1,1,11,17,0,0,57.0,11.4,57.0,11.4,0.9999999122807095,19.0
2023-01-07,225,0,11,0,0,214,5,1,1,9,11,0,0,66.0,11.0,66.0,11.0,0.9999999090909174,19.0
2023-01-08,214,0,10,0,0,204,6,1,1,11,9,5,0,77.0,11.0,77.0,11.0,0.9999999090909174,18.0
2023-01-09,204,0,10,0,0,194,0,2,1,10,11,13,0,82.0,11.714285714285714,87.0,10.875,1.0771755988147234,16.0
2023-01-10,194,1,15,0,0,178,1,2,1,10,10,11,0,79.0,11.285714285714286,97.0,10.777777777777779,1.0471280324461474,15.0
2023-01-11,178,0,11,0,0,167,2,2,1,15,10,17,0,83.0,11.857142857142858,112.0,11.2,1.0586733748633468,14.0
2023-01-12,167,0,10,0,0,157,3,2,1,11,15,11,0,77.0,11.0,123.0,11.181818181818182,0.9837397494216485,14.0
2023-01-13,157,0,14,0,0,143,4,2,1,10,11,9,0,76.0,10.857142857142858,133.0,11.083333333333334,0.979591748350476,13.0
2023-01-14,143,0,4,0,0,139,5,2,1,14,10,11,0,81.0,11.571428571428571,147.0,11.307692307692308,1.023323524662351,12.0
2023-01-15,139,0,8,0,0,131,6,2,1,4,14,10,5,74.0,10.571428571428571,151.0,10.785714285714286,0.9801323594579269,12.0
2023-01-16,131,0,15,0,0,116,0,3,1,8,4,10,13,72.0,10.285714285714286,159.0,10.6,0.9703503127701864,11.0
2023-01-17,116,0,13,0,0,103,1,3,1,15,8,15,11,77.0,11.0,174.0,10.875,1.0114941598626062,9.0
2023-01-18,103,0,6,0,0,97,2,3,1,13,15,11,17,75.0,10.714285714285714,187.0,11.0,0.9740258854781663,9.0
2023-01-19,97,0,6,0,0,91,3,3,1,6,13,10,11,70.0,10.0,193.0,10.722222222222221,0.9326424000644395,9.0
2023-01-20,91,0,6,0,0,85,4,3,1,6,6,14,9,66.0,9.428571428571429,199.0,10.473684210526315,0.9002152765767182,9.0
2023-01-21,85,0,10,0,0,75,5,3,1,6,6,4,11,58.0,8.285714285714286,205.0,10.25,0.8083622904733655,9.0
2023-01-22,75,0,13,0,0,62,6,3,1,10,6,8,10,64.0,9.142857142857142,215.0,10.238095238095237,0.8930231685884348,6.0
2023-01-23,62,0,8,0,0,54,0,4,1,13,10,15,10,69.0,9.857142857142858,228.0,10.363636363636363,0.9511277277733898,5.0
2023-01-24,54,0,15,0,175,39,1,4,1,8,13,13,15,62.0,8.857142857142858,236.0,10.26086956521739,0.8631960417829525,4.0
2023-01-25,39,0,14,0,205,25,2,4,1,15,8,6,11,64.0,9.142857142857142,251.0,10.458333333333334,0.8742173324595834,2.0
2023-01-26,25,0,9,0,202,16,3,4,1,14,15,6,10,72.0,10.285714285714286,265.0,10.6,0.9703503127701864,1.0
2023-01-27,191,0,5,175,0,186,4,4,1,9,14,6,14,75.0,10.714285714285714,274.0,10.538461538461538,1.0166839494074666,17.0
2023-01-28,391,0,8,205,0,383,5,4,1,5,9,10,4,74.0,10.571428571428571,279.0,10.333333333333334,1.0230413756503738,36.0
2023-01-29,585,1,12,202,0,572,6,4,1,8,5,13,8,72.0,10.285714285714286,287.0,10.25,1.0034842226565917,55.0
2023-01-30,572,0,12,0,0,560,0,5,1,12,8,8,15,71.0,10.142857142857142,299.0,10.310344827586206,0.9837552796453313,55.0
2023-01-31,560,0,11,0,0,549,1,5,1,12,12,15,13,75.0,10.714285714285714,311.0,10.366666666666667,1.0335322843170511,51.0
2023-02-01,549,0,12,0,0,537,2,5,2,11,12,14,6,71.0,10.142857142857142,317.0,10.566666666666666,0.9598917523311096,52.0
2023-02-02,537,1,8,0,0,528,3,5,2,12,11,9,6,69.0,9.857142857142858,316.0,10.533333333333333,0.9358046127852765,53.0
2023-02-03,528,0,6,0,0,522,4,5,2,8,12,5,6,68.0,9.714285714285714,313.0,10.433333333333334,0.9310816086138121,53.0
2023-02-04,522,0,9,0,0,513,5,5,2,6,8,8,10,69.0,9.857142857142858,302.0,10.066666666666666,0.9791862792672099,52.0
2023-02-05,513,0,6,0,0,507,6,5,2,9,6,12,13,70.0,10.0,300.0,10.0,0.99999990000001,50.0
2023-02-06,507,0,6,0,0,501,0,6,2,6,9,12,8,64.0,9.142857142857142,297.0,9.9,0.9235208302359912,54.0
2023-02-07,501,0,12,0,0,489,1,6,2,6,6,11,15,58.0,8.285714285714286,292.0,9.733333333333333,0.8512719281961328,59.0
2023-02-08,489,0,10,0,0,479,2,6,2,12,6,12,14,59.0,8.428571428571429,294.0,9.8,0.8600582212768579,56.0
2023-02-09,479,0,8,0,0,471,3,6,2,10,12,8,9,57.0,8.142857142857142,294.0,9.8,0.8309037053013711,57.0
2023-02-10,471,0,12,0,0,459,4,6,2,8,10,6,5,57.0,8.142857142857142,287.0,9.566666666666666,0.8511696472147209,56.0
2023-02-11,459,0,13,0,0,446,5,6,2,12,8,9,8,63.0,9.0,288.0,9.6,0.9374999023437602,49.0
2023-02-12,446,1,7,0,0,438,6,6,2,13,12,6,12,67.0,9.571428571428571,291.0,9.7,0.9867451118230371,45.0
2023-02-13,438,0,14,0,0,424,0,7,2,7,13,6,12,68.0,9.714285714285714,284.0,9.466666666666667,1.0261568332530508,43.0
