date,total_onsite_units,expired_units,used_units,newly_added_units,ordered_units,non_expired_inventory,day_of_week,week_of_year,month,used_lag_1,used_lag_2,used_lag_7,used_lag_14,rolling_used_7d_total,rolling_used_7d_avg,rolling_used_30d_total,rolling_used_30d_avg,usage_7d_to_30d_ratio,days_until_stockout_est
2023-01-01,371,0,6,0,0,365,6,52,1,0,0,0,0,0.0,0.0,0.0,0.0,,
2023-01-02,365,0,16,0,0,349,0,1,1,6,0,0,0,6.0,6.0,6.0,6.0,0.9999998333333611,58.0
2023-01-03,349,0,24,0,0,325,1,1,1,16,6,0,0,22.0,11.0,22.0,11.0,0.9999999090909174,29.0
2023-01-04,325,0,19,0,0,306,2,1,1,24,16,0,0,46.0,15.333333333333334,46.0,15.333333333333334,0.999999934782613,19.0
2023-01-05,306,1,18,0,0,287,3,1,1,19,24,0,0,65.0,16.25,65.0,16.25,0.9999999384615422,17.0
2023-01-06,287,0,20,0,0,267,4,1,1,18,19,0,0,83.0,16.6,83.0,16.6,0.9999999397590397,16.0
2023-01-07,267,1,7,0,0,259,5,1,1,20,18,0,0,103.0,17.166666666666668,103.0,17.166666666666668,0.9999999417475761,15.0
2023-01-08,259,0,10,0,0,249,6,1,1,7,20,6,0,110.0,15.714285714285714,110.0,15.714285714285714,0.9999999363636405,15.0
2023-01-09,249,0,16,0,0,233,0,2,1,10,7,16,0,114.0,16.285714285714285,120.0,15.0,1.0857142133333382,14.0
2023-01-10,233,1,9,0,0,223,1,2,1,16,10,24,0,114.0,16.285714285714285,136.0,15.11111111111111,1.0777310211165396,13.0
2023-01-11,223,0,13,0,0,210,2,2,1,9,16,19,0,99.0,14.142857142857142,145.0,14.5,0.9753693908612243,14.0
2023-01-12,210,0,19,0,0,191,3,2,1,13,9,18,0,93.0,13.285714285714286,158.0,14.363636363636363,0.9249547276478175,14.0
2023-01-13,191,0,11,0,0,180,4,2,1,19,13,20,0,94.0,13.428571428571429,177.0,14.75,0.9104115605532115,13.0
2023-01-14,180,0,15,0,0,165,5,2,1,11,19,7,0,85.0,12.142857142857142,188.0,14.461538461538462,0.8396655954334581,13.0
2023-01-15,165,0,3,0,0,162,6,2,1,15,11,10,6,93.0,13.285714285714286,203.0,14.5,0.9162560944453926,12.0
2023-01-16,162,0,10,0,0,152,0,3,1,3,15,16,16,86.0,12.285714285714286,206.0,13.733333333333333,0.8945907809070515,12.0
2023-01-17,152,0,16,0,0,136,1,3,1,10,3,9,24,80.0,11.428571428571429,216.0,13.5,0.8465607838526404,11.0
2023-01-18,136,0,17,0,0,119,2,3,1,16,10,13,19,87.0,12.428571428571429,232.0,13.647058823529411,0.9107142189809163,9.0
2023-01-19,119,0,8,0,0,111,3,3,1,17,16,19,18,91.0,13.0,249.0,13.833333333333334,0.9397589682101951,8.0
2023-01-20,111,0,16,0,109,95,4,3,1,8,17,11,20,80.0,11.428571428571429,257.0,13.526315789473685,0.8449137785583477,8.0
2023-01-21,95,0,1,0,96,94,5,3,1,16,8,15,7,85.0,12.142857142857142,273.0,13.65,0.8895865387011431,7.0
2023-01-22,203,0,9,109,0,194,6,3,1,1,16,3,10,71.0,10.142857142857142,274.0,13.047619047619047,0.7773722031941013,19.0
2023-01-23,290,0,17,96,0,273,0,4,1,9,1,10,16,77.0,11.0,283.0,12.863636363636363,0.8551236084356206,24.0
2023-01-24,273,0,5,0,0,268,1,4,1,17,9,16,9,84.0,12.0,300.0,13.043478260869565,0.9199999294666722,22.0
2023-01-25,268,1,20,0,0,247,2,4,1,5,17,17,13,73.0,10.428571428571429,305.0,12.708333333333334,0.8206088347249254,23.0
2023-01-26,247,0,17,0,0,230,3,4,1,20,5,8,19,76.0,10.857142857142858,325.0,13.0,0.8351647709213913,21.0
2023-01-27,230,0,16,0,0,214,4,4,1,17,20,16,11,85.0,12.142857142857142,342.0,13.153846153846153,0.9231411161187624,17.0
2023-01-28,214,0,8,0,0,206,5,4,1,16,17,1,15,85.0,12.142857142857142,358.0,13.25925925925926,0.9158020059510857,16.0
2023-01-29,206,0,5,0,0,201,6,4,1,8,16,9,3,92.0,13.142857142857142,366.0,13.071428571428571,1.005464403953543,15.0
2023-01-30,201,0,26,0,0,175,0,5,1,5,8,17,10,88.0,12.571428571428571,371.0,12.793103448275861,0.9826722373960478,13.0
2023-01-31,175,0,18,0,0,157,1,5,1,26,5,5,16,97.0,13.857142857142858,397.0,13.233333333333333,1.0471391795972553,11.0
2023-02-01,157,0,17,0,0,140,2,5,2,18,26,20,17,110.0,15.714285714285714,409.0,13.633333333333333,1.1526370094118854,8.0
2023-02-02,140,0,18,0,0,122,3,5,2,17,18,17,8,107.0,15.285714285714286,410.0,13.666666666666666,1.1184668171156686,7.0
2023-02-03,122,0,15,0,106,107,4,5,2,18,17,16,16,108.0,15.428571428571429,404.0,13.466666666666667,1.1456859120954592,6.0
2023-02-04,107,0,10,0,112,97,5,5,2,15,18,8,1,107.0,15.285714285714286,400.0,13.333333333333334,1.146428485446435,6.0
2023-02-05,203,0,8,106,0,195,6,5,2,10,15,5,9,109.0,15.571428571428571,392.0,13.066666666666666,1.1916908708982934,12.0
2023-02-06,307,0,18,112,0,289,0,6,2,8,10,26,17,112.0,16.0,380.0,12.666666666666666,1.2631577950138584,18.0
2023-02-07,289,0,16,0,0,273,1,6,2,18,8,18,5,104.0,14.857142857142858,391.0,13.033333333333333,1.1399341471004127,18.0
2023-02-08,273,1,14,0,0,258,2,6,2,16,18,17,20,102.0,14.571428571428571,397.0,13.233333333333333,1.1011154259682479,17.0
2023-02-09,258,0,20,0,0,238,3,6,2,14,16,18,17,99.0,14.142857142857142,395.0,13.166666666666666,1.0741409672442666,16.0
2023-02-10,238,0,20,0,0,218,4,6,2,20,14,15,16,101.0,14.428571428571429,406.0,13.533333333333333,1.0661505193907077,15.0
2023-02-11,218,0,11,0,0,207,5,6,2,20,20,10,8,106.0,15.142857142857142,413.0,13.766666666666667,1.0999653299921412,13.0
2023-02-12,207,0,11,0,0,196,6,6,2,11,20,8,5,107.0,15.285714285714286,405.0,13.5,1.1322750484029065,12.0
2023-02-13,196,2,20,0,0,174,0,7,2,11,11,18,26,110.0,15.714285714285714,405.0,13.5,1.1640210777973805,11.0
2023-02-14,174,0,20,0,0,154,1,7,2,20,11,16,18,112.0,16.0,410.0,13.666666666666666,1.170731621653784,9.0
2023-02-15,154,0,19,0,0,135,2,7,2,20,20,14,17,116.0,16.571428571428573,427.0,14.233333333333333,1.164268904484286,8.0
2023-02-16,135,0,22,0,124,113,3,7,2,19,20,20,18,121.0,17.285714285714285,436.0,14.533333333333333,1.1893839286465842,6.0
2023-02-17,113,0,19,0,147,94,4,7,2,22,19,20,15,123.0,17.571428571428573,442.0,14.733333333333333,1.1926308175654587,5.0
2023-02-18,218,0,11,124,0,207,5,7,2,19,22,11,10,122.0,17.428571428571427,444.0,14.8,1.177606098038198,11.0
2023-02-19,354,0,7,147,0,347,6,7,2,11,19,11,8,122.0,17.428571428571427,447.0,14.9,1.1697027019374984,19.0
2023-02-20,347,0,22,0,0,325,0,8,2,7,11,20,18,118.0,16.857142857142858,438.0,14.6,1.1545987467495966,19.0
